#||pos (a.u.)||, ||vel (m/s)||
0.4637898505967789,38857.33211646465
0.4049899577246373,44562.22834353122
0.35363049497451343,52532.46511002276
0.35112226612781156,58085.29663176177
0.3998783542599346,53210.008160666555
0.45929679380451954,45163.615917210875
0.5024874177474685,39232.94910572393
0.5205563578423784,36076.25778572952
0.5113831480819789,35632.71193679631
0.47594946457868487,37886.15911496297
0.420081598956758,42904.14904873895
0.36321277009115255,50476.19074629203
0.346084436401977,57512.64760488372
0.3850242972255709,55117.809944909895
0.4451331188474187,47072.94324394099
0.4935324264259363,40487.793720966576
0.5181417451807818,36644.80287049992
0.515731203281876,35531.09424236287
0.48654550423929765,37108.4149181251
0.4347504927265346,41429.43914709387
0.3751632226333839,48443.65003596135
0.3445998147675891,56255.98479152714
0.3714693958101173,56702.65150929446
0.4306039887980611,49071.07776250194
0.4837761759378731,41875.24421303835
0.5148911279880024,37337.73221458431
0.519326285574705,35548.86107758548
0.49660326591494647,36451.51979416678
0.44955662323788836,40078.63727976753
0.38918229814100586,46464.084799158925
0.3466769924579975,54550.47130614554
0.3595674094571704,57774.042954405166
0.41549898865824947,51114.637475274554
0.4727710120069685,43399.35010923582
0.5103113985635378,38167.742667476115
0.521701713424544,35703.97634841797
0.5057122733707455,35938.65548975685
0.4641231055526934,38881.447886313756
0.4048974789783623,44600.56787726097
0.35300944156692793,52576.629360084036
0.35032827309171155,58083.48301042286
0.3994855054740622,53158.9955584452
0.45935836486677506,45122.55021909331
0.5029132634647774,39212.416687965764
0.5212660541423418,36074.021009528224
0.5123012097470891,35645.65957547183
0.4769680400213676,37912.0807372727
0.42098506305708044,42941.88982867969
0.3635551473157219,50520.216882908266
0.3454039829836374,57524.166929100356
0.3838156619562719,55062.14373949137
0.44402635360032466,47019.90399502304
0.49278868182100427,40458.72098598556
0.5178743950521749,36639.544350315125
0.5160169981608601,35546.362091181414
0.4874444385032065,37140.474713784715
0.4362513808819313,41474.74241422219
0.37693338163622986,48495.97666699226
0.3454878133846324,56284.872634827996
0.37061164963077553,56651.70792652615
0.42868531779554,49005.45264599416
0.4815484730496604,41831.04220296143
0.512821844088173,37319.873013013166
0.5177603863429929,35556.663256274966
0.4958814279801036,36482.5853548062
0.4500696569841191,40129.24314571385
0.39124449211893486,46527.66467382203
0.3496211208259454,54602.071078841655
0.3609903382170288,57745.75459524848
0.41459313687319677,51044.848664515484
0.47026083090910226,43340.23117422842
0.5069426186364577,38131.18179262448
0.5180706635842162,35693.36154692461
0.5024076242952028,35955.203989273316
0.46189932082350615,38924.22753301759
0.40483587841656493,44665.50517525858
0.3560427433206584,52646.306687758944
0.3546112681926463,58093.756702096405
0.4017895096800097,53101.31114706727
0.4590453919857315,45058.87134962949
0.5004546109336148,39161.3661174608
0.5172349072765036,36042.3283159177
0.5072958641503695,35638.523802792675
0.47179309577788203,37933.21624453867
0.4170367767939812,42992.35595536125
0.3632354197676581,50592.18530892716
0.34997915815226843,57570.168409782615
0.38961406199388543,55031.51708549502
0.44793657450183094,46969.14464557372
0.49405503699247943,40409.93882354086
0.516513369752645,36599.29867433338
0.5122372982953506,35521.03285463526
0.48163665398051064,37137.29398565741
0.4293509663875635,41500.18151914031
0.37142730851010053,48551.43793762632
0.34577225673355494,56343.22635908567
0.3767391607527238,56646.67692266194
0.4361830475453884,48976.15013804874
0.48778112080802266,41800.29903212408
0.5166981260905965,37290.204175477105
0.5187124845818105,35531.00116740411
0.4935083840105694,36467.24686639842
0.4442095245120575,40132.77669330172
0.38283779680823893,46557.62789681034
0.34313826298294886,54648.965423951006
0.36212761400028765,57751.06906293146
0.42155433355405947,51027.44662932725
0.47930618173328615,43327.747039297465
0.5157909749239579,38121.589051752795
0.5252691998856905,35683.06312658039
0.506716079285641,35945.001485448935
0.4619782898652899,38919.60620674437
0.39940521500207343,44674.856831034704
0.3461109560886581,52671.35432882581
0.34756966642655845,58095.86513381514
0.4024882015505701,53077.38746247823
0.4655138004415568,45049.97915683398
0.5101121444294697,39166.51210914579
0.5281457563008084,36052.524910034736
0.5177655897714504,35647.50938357339
0.4798557890249853,37939.599803226025
0.419919460424178,42999.590511583345
0.3577326779109787,50603.38742340108
0.3382632298995701,57562.713446934256
0.38119263271185644,54986.21835302614
0.4462265878691215,46943.97483508825
0.49817647693423,40413.609649289174
0.5250459786273703,36622.32496508174
0.5237878100552162,35552.64273230552
0.49452972046985116,37169.00516971974
0.4408556545781803,41527.455602395676
0.3764635181265931,48571.52621086909
0.33881406688845883,56337.641775319884
0.3631236040871181,56582.43978397212
0.42486402797030226,48920.440171579095
0.48177140009457203,41780.98392856475
0.516431914330588,37304.23700484992
0.5239989434941571,35569.100021351835
0.5038656642686337,36518.467307837585
0.458416533503421,40186.57176868002
0.39724525832851726,46603.75601347339
0.34889296881127857,54666.04986818061
0.3533528470982333,57693.09865124063
0.40606390836651085,50947.00663575016
0.46416378096070326,43275.195733083645
0.5042182028374005,38105.83983632358
0.5189318192610151,35702.11787503528
0.5068296427679442,35992.12446486481
0.46953836491126716,38984.76907460786
0.41429106270742916,44745.51045811792
0.3629499680132994,52724.90592721493
0.3529374501737977,58077.13128219402
0.3935316672945718,52995.73758677133
0.4491100124267247,44971.99433097805
0.49162616075220167,39114.83965293061
0.5110029220935469,36034.895807913315
0.504713170950804,35665.84918177739
0.4737983388366942,37990.425761194034
0.42422173415598946,43074.250625067914
0.37399109788542484,50683.720457428244
0.35701086776401125,57597.297141201365
0.38766653322624683,54934.6933817819
0.43969514006595206,46867.689333364004
0.4830448168350377,40343.48045603414
