#||pos (a.u.)||, ||vel (m/s)||
0.7176532348141702,35234.97329210591
0.6903823067459363,36635.16787456229
0.6673111193123498,37954.60392312056
0.6512484947808986,39026.02692115391
0.6444750110331657,39671.7846838679
0.6480422990649828,39763.530700287076
0.6613903174972829,39281.6217665233
0.6825558479344658,38325.3332948182
0.7088193065900116,37064.26325761289
0.7373823171110856,35673.69334228677
0.7657988827543617,34294.72270303404
0.7921349243337368,33024.85152209805
0.8149573814967338,31925.178059340586
0.8332538409661826,31031.618672425328
0.8463423132530089,30364.369505440576
0.8537965801640998,29934.331586136715
0.8553945641123231,29746.95929612246
0.8510900764912557,29804.282590602077
0.8410068384387347,30105.67857211268
0.825454448337413,30647.645170959506
0.8049671422367015,31422.498745056215
0.7803662526661997,32415.588468013448
0.7528438378604427,33600.33746917706
0.72405367875683,34930.38970026167
0.6961706759626608,36328.96634685049
0.6718392725835259,37678.41607072524
0.6538992915061367,38818.8786221296
0.6448246414467173,39570.82729375977
0.6460078155875674,39789.423734143515
0.6572652108083038,39428.24420217591
0.676906056955351,38563.15996441473
0.7023139373171075,37354.120325932476
0.7306538439556283,35979.588448134076
0.7593716863876743,34589.65102703979
0.7864094868206761,33290.92482515008
0.8102231659931395,32151.426907620666
0.8297108999066408,31211.61550053266
0.8441216307183591,30494.434410914833
0.8529756048897899,30012.376608362072
0.8560071978603186,29771.804423734353
0.8531311508804816,29775.286446478174
0.8444308509457226,30022.59786967135
0.8301678866149793,30510.7509039351
0.8108140194900675,31233.06945615453
0.7871076843543028,32176.880795252604
0.7601340498186065,33319.06610672252
0.7314179269618303,34618.78576565976
0.7029980658056749,36007.33102246459
0.6774148570858981,37377.1928911844
0.6575043272283796,38577.60652580486
0.6459083748540932,39430.3923393369
0.6443688677727142,39777.48550006592
0.6531313220805166,39546.15799372305
0.6708524201386091,38785.660941668124
0.6950801907291382,37641.93264164351
0.7229716812854178,36293.87294198381
0.7518652783062129,34899.92752263578
0.7795649364045086,33576.36662772261
0.8043972864202086,32398.95305639929
0.8251540656151183,31413.396248487716
0.8410009783637964,30645.890525251307
0.8513931436839626,30110.864880512112
0.856011503085366,29815.871041169834
0.8547229087352366,29764.326228451606
0.8475629982926813,29956.788287512492
0.8347409593535359,30391.15882674904
0.816666473677255,31061.88352097865
0.7940000156062228,31957.89004368624
0.7677265092527765,33058.68784201314
0.7392458301600335,34327.87805764708
0.7104566396628964,35703.66248789325
0.6837768687076011,37087.70254064773
0.6620017526415648,38338.26123891004
0.6478934830623536,39280.305838817
0.6435112973234008,39746.08360633614
0.649541266212559,39639.60093880367
0.6650407285590219,38983.723725291326
0.6877852833814019,37908.31018144605
0.7149678093636002,36590.53622762893
0.7438367991876693,35196.113321855686
0.772057863465044,33850.76834046456
0.7978203404112563,32638.184875098206
0.8198003165647028,31609.54446607232
0.8370728209965455,30794.440866920406
0.8490231722216814,30209.293422600324
0.8552770896048617,29862.802228301276
0.8556543468726149,29759.092444958722
0.8501455100805196,29899.260569195867
0.8389105866612038,30281.794349549316
0.8222995315763962,30902.003692052942
0.8008955813284823,31750.268765850236
0.7755820180070373,32808.60128726189
0.7476284646407549,34044.778113452405
0.7187794596713456,35403.47390097876
0.6912999900284955,36795.18057109448
0.667891234350547,38087.57578595107
0.6513659147617783,39110.61500198593
0.6440438983076631,39689.96914069234
0.6470482613513061,39708.753088680976
0.6598979059309773,39162.90336905485
0.680687147977055,38163.314656193426
0.7067209542954658,36882.707741504215
0.7351994509881074,35492.84187015767
0.7636618771532314,34128.89426046473
0.7901556906268579,32882.95201883693
0.813230553797926,31812.207984001307
0.831859665438538,30950.073611122785
0.8453494534932777,30315.224766352567
0.8532640894520794,29917.651140078462
0.8553726721298132,29762.237588509277
0.851619575834201,29850.614143993007
0.8421167852712976,30181.800800072546
0.8271577044409598,30751.858628955488
0.807253066130317,31552.429404797993
0.7831897276038529,32567.721211159114
0.7561101450325928,33769.23252829509
0.7276002446881951,35107.5407901908
0.69975067259402,36501.481593306606
0.6751190723009952,37828.26625075417
0.6564882735731787,38924.30272621362
0.6463494800710582,39611.596309594206
0.646212367454538,39755.07229428477
0.6560819677424684,39323.838966062685
0.674455729764925,38407.254334331745
0.6988449325913495,37170.68434538521
0.7264681573509667,35790.47598254293
0.7547711340425715,34411.18773464823
0.7816688105669196,33133.84169861339
0.8055821556381512,32022.172983549186
0.8253761935504083,31113.774358576367
0.8402719103487185,30429.796016202326
0.8497668741860614,29981.637369119726
0.8535766353622494,29774.99686780235
0.8515989540507292,29812.03857086114
0.8438999236080963,30092.266820197816
0.8307211592856402,30612.39109489825
0.812508222450326,31365.133198887896
0.7899608857147905,32336.60250723674
0.7641039120871904,33501.577572774826
0.7363695583835721,34815.96444374183
0.7086651946065361,36206.400315519044
0.683367850146855,37559.595186223814
0.6631531545817277,38719.6717406935
0.6505746218953515,39507.890349206704
0.647431415003319,39774.21309711638
0.6541853277518197,39461.78740304541
0.6697902011069665,38636.113789937255
0.692059923181607,37451.896035478305
0.7183205936452128,36087.97698301792
0.7459823760007219,34697.76707910001
0.7728558712620734,33391.56512742499
0.7972423236786443,32240.240910175835
0.8178980770097266,31286.095005592364
0.8339548145513784,30553.122273077017
0.8448395053698569,30054.359864268015
0.8502115588677251,29796.4457727353
0.8499216834011745,29782.13420798692
0.8439922620026966,30011.41648748089
0.832618334880795,30481.598921118082
0.8161889244186257,31186.356965036935
0.7953288836188314,32113.467889739568
0.7709602320889709,33240.61358441249
0.7443763037059751,34528.491891559315
0.7173081732554983,35910.95218630051
