#||pos (a.u.)||, ||vel (m/s)||
0.0,0.0
1.2893240206348442e-06,0.22324406653584802
3.841982184210353e-06,0.44199806040786305
7.64050593366356e-06,0.6577308246544806
1.2675574573302468e-05,0.8718837797145934
1.8907533369971843e-05,1.0792046408598723
2.630096851132851e-05,1.2803455947910531
3.484438621189603e-05,1.4794378417656369
4.454493859073936e-05,1.6797534307680573
5.541721166683662e-05,1.882610835338759
6.747344349286858e-05,2.0876112933789424
8.071864261796479e-05,2.2934978593974042
9.515948740918414e-05,2.5005389360041437
0.0001108312093030121,2.713689505223741
0.0001277598194281799,2.931433190819511
0.00014594253058687297,3.1488161898342515
0.00016537036376037265,3.364772340948109
0.0001860349094319032,3.5794039402514914
0.00020792830418871086,3.792814505221332
0.00023104130060095705,4.004780299816081
0.00025535968962259756,4.2144526009011605
0.0002808626091888227,4.420618428852663
0.0003075463805283342,4.6260956832671525
0.0003354334232823846,4.835636670194357
0.0003645193512344319,5.044883797147071
0.0003947736391491768,5.2493211375189475
0.00042614911646891493,5.445974308587332
0.00045858810166111443,5.632819224825152
0.0004920320264680593,5.809387308567152
0.0005264322127253219,5.9770679891608385
0.0005617529969024851,6.137878558817226
0.0005979763828322356,6.294558597240685
0.0006351382680860438,6.456434808649832
0.0006732967575784131,6.628095149985782
0.0007124985534477886,6.807926308011577
0.0007527825806619442,6.994690058448407
0.0007941836243388464,7.187725944130806
0.0008367335411803503,7.3865772246190735
0.000880460548710191,7.590680659400831
0.0009253837529931584,7.798549919093351
0.0009715009968761042,8.006465802100164
0.001018813805691133,8.214660852085249
0.0010673587837214374,8.429339947264568
0.0011171691535378878,8.65028549999132
0.0011682650381408305,8.875407636015323
0.0012206552687793577,9.102881375272247
0.0012743374765114865,9.330910912639421
0.001329296254780009,9.557411781658779
0.0013854982904767648,9.779501362443485
0.001442877464404876,9.991695374654386
0.0015013252101116431,10.18610322117328
0.0015607500785713665,10.364570905499928
0.001621088677061922,10.53152546601683
0.0016822961113722044,10.68982254618403
0.001744349574250132,10.843058774588119
0.0018072469538033661,10.994835796852971
0.001871001352597983,11.147998867788939
0.0019356357439161587,11.304604011111492
0.0020011738438141533,11.465335428837577
0.002067610897643199,11.625699002961575
0.00213492684003431,11.78225466692004
0.002203128788054639,11.939433571361295
0.002272233525975807,12.099220144396396
0.002342257972149621,12.261845715435003
0.0024132186965727205,12.427359364003308
0.0024851335511998415,12.596056573334568
0.0025580245833451286,12.768761914399972
0.00263192108943054,12.947024669989474
0.002706844106832618,13.130191896971967
0.0027827728023921135,13.311088449550342
0.0028596861208829137,13.488921000810507
0.002937571571617378,13.665242632069925
0.0030164086978931083,13.83887426240229
0.003096162347419577,14.007212881809238
0.0031767855578520967,14.167791348915939
0.003258232192009351,14.320023567422988
0.0033404767731385863,14.466771490760701
0.003423528164190193,14.614039908328888
0.003507392814739824,14.762365694521387
0.003592062861040297,14.908889477463033
0.003677548340969703,15.056488631692922
0.0037638693734619467,15.207253921502005
0.003851046096321533,15.361558345960972
0.00393909416371091,15.518869131850769
0.004028023973094841,15.678355730575046
0.004117844688330384,15.839699180738485
0.004208577703102823,16.004956505575933
0.004300252154551653,16.17646950671003
0.0043928576616629345,16.34794646591959
0.004486371234920437,16.516440485608808
0.004580776568257193,16.682776595503984
0.0046760618847211865,16.847734635174934
0.0047722162151589845,17.01156986831944
0.004869225578139159,17.173911927735897
0.004967069355123088,17.33367492437387
0.005065723594087364,17.490065554757038
0.005165176842630264,17.645412430691874
0.005265393489207725,17.796722395711228
0.005366297020490702,17.936157821121736
0.005467810235338844,18.062069166913872
0.005569874319005607,18.17653303177082
0.005672452961175581,18.282894339349067
0.005775528054941207,18.384208107184502
0.005879091747105087,18.48234392333424
0.0059831415692386735,18.578096531781647
0.0060876976120331034,18.67484649511495
0.0061928123030485765,18.77937004517444
0.006298516914521732,18.8894819307287
0.0064048269274388425,19.002394592216838
0.006511756204921749,19.11767910090666
0.006619319951841328,19.23557525977191
0.006727534380364529,19.3563676031142
0.006836414631140872,19.480037562695998
0.006945970557200375,19.605732443871798
0.007056211034416505,19.732675018339293
0.0071671811676738756,19.86676954959843
0.007278937200071994,20.011951771232347
0.007391510348629827,20.165076613535007
0.007504910763187189,20.322999736922313
0.007619126437372478,20.48225163824573
0.007734119613227316,20.638436951599054
0.00784982792961036,20.786854709776993
0.007966170902135888,20.923453055626844
0.008083056354935253,21.04472309138097
0.008200412857896189,21.151685993329636
0.008318224701299802,21.25355814990672
0.008436487968340053,21.353526285084584
0.00855519755844062,21.451782141426204
0.008674349608894199,21.54869126833499
0.008793942261206014,21.64475095615863
0.008913975199660374,21.740441497127065
0.009034447041358916,21.835936415799125
0.009155345003932737,21.929703952509573
0.009276636545893698,22.017473606595992
0.009398317440447954,22.102402824160507
0.00952041001188353,22.189936936781006
0.009642935203464962,22.28071028477457
0.009765911667608216,22.374710205691407
0.009889358284145357,22.472288916267093
0.010013294921615554,22.5740571477737
0.010137740592872323,22.680587067717212
0.010262704197682548,22.791336121000942
0.010388156598073718,22.900804024104875
0.010514036439612056,23.001754586065676
0.01064029475652736,23.09502680259909
0.010766880163532978,23.17982765469941
0.01089374103605401,23.25507039635561
0.01102083815634646,23.321758720031852
0.01114815201314216,23.382596125893016
0.011275683939621932,23.441062573186308
0.011403453486523756,23.500877336488102
0.011531481370343025,23.563818847125685
0.011659757228445432,23.624881942473973
0.011788281622189895,23.68412753683288
0.011917078390138799,23.745812717147032
0.012046176669808365,23.811669903713906
0.012175604716785221,23.882150706478438
