#||pos (a.u.)||, ||vel (m/s)||
1.0027922828878009,29701.51014607489
0.9855632554368785,30218.68361220879
0.9690105046299958,30733.333242231827
0.9537157532600068,31227.60672779907
0.9402694379768618,31681.646862919595
0.9292364714998939,32074.610252624134
0.9211148903832983,32386.245537086725
0.9162922849264555,32598.915650344334
0.9150072261769269,32699.7355664442
0.9173234916722673,32682.351451030303
0.9231229588781459,32547.884061583147
0.932118864582337,32304.75793603158
0.9438862721096657,31967.468389039663
0.9579029994569981,31554.64318207691
0.9735931465540185,31086.896183934423
0.990366621182464,30584.91456576145
1.0076506412645463,30068.041367550566
1.0249118597817868,29553.41985199503
1.0416697377726543,29055.62764288626
1.0575028574222527,28586.665731286645
1.0720501779288236,28156.163089902297
1.0850090791188491,27771.68339416914
1.0961316588737953,27439.05626509882
1.1052203651713632,27162.689350833123
1.112123699435655,26945.83455472482
1.116732443299598,26790.800847615144
1.118976681547428,26699.11397228164
1.1188237727424348,26671.62582586793
1.1162773424942811,26708.57727567518
1.1113773271158172,26809.617182941056
1.1042010614469087,26973.778540873107
1.0948653690323182,27199.410572253488
1.0835295627564299,27484.064144593303
1.0703991893487548,27824.326029573003
1.055730201668766,28215.598550042258
1.0398330570786898,28651.829144015755
1.0230759739792379,29125.197228919496
1.0058862184745299,29625.785375139894
0.988747919501001,30141.28608009675
0.97219462390819,30656.82687910092
0.956794807147423,31155.028940433178
0.9431290666101386,31616.43053795902
0.9317587630138838,32020.38509792754
0.9231873325303789,32346.479582997665
0.9178177453857786,32576.432698081175
0.9159127193846107,32696.270145466457
0.9175661306256525,32698.295565282744
0.922692372828669,32582.266353128685
0.9310360245587489,32355.42510036636
0.9421992869991435,32031.41000995616
0.9556809363763469,31628.378949477465
0.9709191337578552,31166.846537564434
0.9873313390362788,30667.691542475244
1.0043469019537627,30150.6350649399
1.0214305626962177,29633.28729190492
1.0380971726245016,29130.707032774124
1.0539191463397504,28655.34303308595
1.0685285795339403,28217.213954670988
1.0816158813592056,27824.207644888673
1.0929264394882177,27482.41573606592
1.1022564453287054,27196.452618045456
1.1094486599726134,26969.732328726728
1.1143886190515286,26804.69136684713
1.1170015657357708,26702.957869122944
1.117250287869493,26665.4706452312
1.115133946940732,26692.55009152345
1.1106879290652885,26783.924691326338
1.1039847126758642,26938.714597862858
1.0951357121474292,27155.371414212685
1.0842940073516039,27431.571377126016
1.0716577910451124,27764.058243152584
1.0574742471469516,28148.432786081976
1.0420433933405842,28578.88886492671
1.0257211691506753,29047.904141511146
1.0089207308183548,29545.907994124624
0.992110559766025,30060.971938493847
0.975807691354189,30578.598872709976
0.9605642771175996,31081.72129359293
0.9469460270855681,31551.050162132422
0.9355021566924957,31965.911376422562
0.9267282743296826,32305.642602986365
0.92102602080138,32551.494138523376
0.9186655026933747,32688.778961315147
0.919757565311487,32708.834339410412
0.9242418646586957,32610.29409678731
0.9318934863596374,32399.303658373738
0.9423465825343149,32088.61215123671
0.9551298207925866,31695.809964755194
0.969706682491419,31241.187287943278
0.9855141042744199,30745.695067897883
1.0019949280515572,30229.33764537386
1.0186220333360796,29710.125798287558
1.034914077926406,29203.559828985628
1.0504440686484546,28722.51781622914
1.0648425046208685,28277.404432670453
1.0777968497193098,27876.43692364355
1.0890488321159983,27525.97827336437
1.098390715437991,27230.861104575095
1.1056613464826455,26994.672307362474
1.110742510773104,26819.986053825873
1.1135559245618234,26708.54283267704
1.1140610538694633,26661.37764248471
1.1122538729412557,26678.902114215478
1.1081666436387352,26760.940586440745
1.1018687251801322,26906.709854763314
1.093468243882718,27114.749113401627
1.0831144606957064,27382.82781243527
1.071000797363405,27707.813363623998
1.0573682898893497,28085.471637166924
1.0425089789452107,28510.208541843764
1.026768527217917,28974.765034836462
1.010547077065706,29469.88567046163
0.99429705221621,29984.001351334464
0.9785163515095205,30502.997079412748
0.9637353292400629,31010.170857441968
0.9504963094514403,31486.519838817567
0.9393253490898104,31911.49419759513
0.9306976294912233,32264.30899135339
0.9249999691773665,32525.778086219612
0.9224958808649453,32680.449964568124
0.9232995110155671,32718.633228347637
0.9273638669634836,32637.80446581844
0.9344859297628725,32442.99767618534
0.9443274919956823,32146.05737453774
0.9564472471332994,31763.977652134578
0.9703379517723377,31316.78405509106
0.9854627053739491,30825.452016801995
1.0012860268691872,30310.221902542577
1.0172975434133396,29789.468722141817
1.0330279816055776,29279.111626433692
1.0480583895818625,28792.448724190825
1.0620240960913772,28340.27357561965
1.074615000620923,27931.14516854712
1.0855736024765066,27571.716613435747
1.0946918698566843,27267.06026619248
1.1018077416977943,27020.95942167436
1.106801823016469,26836.149294543415
1.1095946146965399,26714.503132126494
1.110144484490083,26657.166282514307
1.1084464921087833,26664.64183545454
1.1045321171163132,26736.831297990117
1.098469890484054,26873.032150898493
1.090366885021221,27071.892036482182
1.0803709629736964,27331.3174064563
1.0686736005609287,27648.33327279163
1.055512995531849,28018.890140457024
1.0411769946611995,28437.61598628171
1.0260051458771984,28897.51897680542
1.0103889206944172,29389.659735828056
0.9947688821713531,29902.828519487113
0.9796273600491211,30423.29311702264
0.9654752004411352,30934.71889778517
0.9528315601645916,31418.39366082827
0.9421966792823747,31853.899723557413
0.9340191260269479,32220.336924624822
0.9286609217074802,32498.08775912373
0.926365614311888,32670.93385127398
0.9272349885786032,32728.13513259881
0.9312190891399335,32665.970388149926
0.9381216509952393,32488.306431068348
0.947619707618018,32206.023902272667
0.9592933048649696,31835.471645385696
0.9726598017840038,31396.37908913772
0.9872074462372383,30909.73596326394
1.0024243722647233,30396.02417354882
