t earth_x earth_y moon_x moon_y spacecraft_x spacecraft_y
0 -4668173 -1 379733827 101 -8308706 -5460723
50 -4668173 -1 379733827 101 -7847662 -5753694
100 -4668173 -1 379733827 101 -7375550 -6026632
150 -4668173 -1 379733827 101 -6894157 -6278898
200 -4668173 -1 379733827 101 -6405326 -6510154
250 -4668173 -1 379733827 101 -5910889 -6720357
300 -4668173 -1 379733827 101 -5412616 -6909732
350 -4668173 -1 379733827 101 -4912169 -7078744
400 -4668173 -1 379733827 101 -4411067 -7228050
450 -4668173 -1 379733826 101 -3910664 -7358462
500 -4668173 -1 379733826 101 -3412144 -7470897
550 -4668173 -1 379733826 101 -2916516 -7566345
600 -4668173 -1 379733826 101 -2424625 -7645831
650 -4668173 -1 379733826 101 -1937161 -7710385
700 -4668173 -1 379733826 101 -1454674 -7761028
750 -4668173 -1 379733826 101 -977592 -7798746
800 -4668173 -1 379733826 101 -506238 -7824487
850 -4668173 -1 379733826 101 -40840 -7839148
900 -4668173 -1 379733825 101 418447 -7843570
950 -4668173 -1 379733825 101 871535 -7838544
1000 -4668173 -1 379733825 101 1318387 -7824799
1050 -4668173 -1 379733825 101 1759008 -7803015
1100 -4668173 -1 379733825 101 2193439 -7773818
1150 -4668173 -1 379733825 101 2621748 -7737782
1200 -4668173 -1 379733824 101 3044022 -7695439
1250 -4668173 -1 379733824 101 3460366 -7647274
1300 -4668173 -1 379733824 101 3870897 -7593734
1350 -4668173 -1 379733824 101 4275742 -7535229
1400 -4668173 -1 379733824 101 4675031 -7472134
1450 -4668173 -1 379733823 101 5068901 -7404794
1500 -4668173 -1 379733823 101 5457489 -7333525
1550 -4668173 -1 379733823 101 5840933 -7258618
1600 -4668173 -1 379733823 101 6219372 -7180339
1650 -4668173 -1 379733823 101 6592941 -7098933
1700 -4668173 -1 379733822 101 6961775 -7014626
1750 -4668173 -1 379733822 101 7326006 -6927625
1800 -4668173 -1 379733822 101 7685762 -6838122
1850 -4668173 -1 379733821 101 8041170 -6746292
1900 -4668173 -1 379733821 101 8392351 -6652299
1950 -4668173 -1 379733821 101 8739425 -6556293
2000 -4668173 -1 379733821 101 9082505 -6458413
2050 -4668173 -1 379733820 101 9421703 -6358787
2100 -4668173 -1 379733820 101 9757127 -6257535
2150 -4668173 -1 379733820 101 10088880 -6154768
2200 -4668173 -1 379733819 101 10417064 -6050588
2250 -4668173 -1 379733819 101 10741774 -5945089
2300 -4668173 -1 379733819 101 11063105 -5838362
2350 -4668173 -1 379733818 101 11381147 -5730488
2400 -4668173 -1 379733818 101 11695985 -5621544
2450 -4668173 -1 379733818 101 12007706 -5511602
2500 -4668173 -1 379733817 101 12316388 -5400729
2550 -4668173 -1 379733817 101 12622110 -5288986
2600 -4668173 -1 379733816 101 12924948 -5176433
2650 -4668173 -1 379733816 101 13224973 -5063124
2700 -4668173 -1 379733816 101 13522256 -4949109
2750 -4668173 -1 379733815 101 13816863 -4834436
2800 -4668173 -1 379733815 101 14108861 -4719151
2850 -4668173 -1 379733814 101 14398311 -4603296
2900 -4668173 -1 379733814 101 14685275 -4486909
2950 -4668173 -1 379733813 101 14969810 -4370028
3000 -4668173 -1 379733813 101 15251974 -4252687
3050 -4668173 -1 379733813 101 15531820 -4134920
3100 -4668173 -1 379733812 101 15809401 -4016757
3150 -4668173 -1 379733812 101 16084769 -3898227
3200 -4668173 -1 379733811 101 16357972 -3779357
3250 -4668173 -1 379733811 101 16629057 -3660174
3300 -4668173 -1 379733810 101 16898072 -3540701
3350 -4668173 -1 379733810 101 17165060 -3420961
3400 -4668173 -1 379733809 101 17430065 -3300977
3450 -4668173 -1 379733809 101 17693128 -3180767
3500 -4668173 -1 379733808 101 17954289 -3060353
3550 -4668173 -1 379733808 101 18213588 -2939751
3600 -4668173 -1 379733807 101 18471062 -2818980
3650 -4668173 -1 379733806 101 18726748 -2698055
3700 -4668173 -1 379733806 101 18980682 -2576992
3750 -4668173 -1 379733805 101 19232897 -2455806
3800 -4668173 -1 379733805 101 19483429 -2334510
3850 -4668173 -1 379733804 101 19732308 -2213118
3900 -4668173 -1 379733804 101 19979567 -2091642
3950 -4668173 -1 379733803 101 20225236 -1970094
4000 -4668173 -1 379733802 101 20469344 -1848485
4050 -4668173 -1 379733802 101 20711921 -1726826
4100 -4668173 -1 379733801 101 20952994 -1605127
4150 -4668173 -1 379733801 101 21192591 -1483397
4200 -4668173 -1 379733800 101 21430739 -1361646
4250 -4668173 -1 379733799 101 21667462 -1239882
4300 -4668173 -1 379733799 101 21902786 -1118113
4350 -4668173 -1 379733798 101 22136735 -996348
4400 -4668173 -1 379733797 101 22369333 -874593
4450 -4668173 -1 379733797 101 22600602 -752857
4500 -4668173 -1 379733796 101 22830566 -631144
4550 -4668173 -1 379733795 101 23059247 -509463
4600 -4668173 -1 379733795 101 23286664 -387818
4650 -4668173 -1 379733794 101 23512840 -266216
4700 -4668173 -1 379733793 101 23737793 -144662
4750 -4668173 -1 379733793 101 23961545 -23162
4800 -4668173 -1 379733792 101 24184114 98280
4850 -4668173 -1 379733791 101 24405519 219658
4900 -4668173 -1 379733790 101 24625777 340969
4950 -4668173 -1 379733790 101 24844908 462208
5000 -4668173 -1 379733789 101 25062927 583371
5050 -4668173 -1 379733788 102 25279853 704454
5100 -4668173 -1 379733787 102 25495701 825453
5150 -4668173 -1 379733787 102 25710488 946364
5200 -4668173 -1 379733786 102 25924230 1067186
5250 -4668173 -1 379733785 102 26136941 1187913
5300 -4668173 -1 379733784 102 26348637 1308543
5350 -4668173 -1 379733783 102 26559333 1429074
5400 -4668173 -1 379733783 102 26769043 1549502
5450 -4668173 -1 379733782 102 26977781 1669825
5500 -4668173 -1 379733781 102 27185560 1790040
5550 -4668173 -1 379733780 102 27392395 1910145
5600 -4668173 -1 379733779 102 27598298 2030137
5650 -4668173 -1 379733778 102 27803282 2150015
5700 -4668173 -1 379733778 102 28007359 2269777
5750 -4668173 -1 379733777 102 28210542 2389420
5800 -4668173 -1 379733776 102 28412844 2508942
5850 -4668173 -1 379733775 102 28614274 2628343
5900 -4668173 -1 379733774 102 28814846 2747619
5950 -4668173 -1 379733773 102 29014570 2866770
6000 -4668173 -1 379733772 102 29213458 2985794
6050 -4668173 -1 379733771 102 29411520 3104689
6100 -4668173 -1 379733770 102 29608767 3223455
6150 -4668172 -1 379733770 102 29805209 3342090
6200 -4668172 -1 379733769 102 30000856 3460592
6250 -4668172 -1 379733768 102 30195719 3578961
6300 -4668172 -1 379733767 102 30389807 3697195
6350 -4668172 -1 379733766 102 30583129 3815294
6400 -4668172 -1 379733765 102 30775696 3933256
6450 -4668172 -1 379733764 102 30967515 4051080
6500 -4668172 -1 379733763 102 31158597 4168766
6550 -4668172 -1 379733762 102 31348950 4286313
6600 -4668172 -1 379733761 102 31538583 4403720
6650 -4668172 -1 379733760 102 31727505 4520986
6700 -4668172 -1 379733759 102 31915722 4638110
6750 -4668172 -1 379733758 102 32103245 4755092
6800 -4668172 -1 379733757 102 32290081 4871932
6850 -4668172 -1 379733756 102 32476237 4988628
6900 -4668172 -1 379733755 102 32661723 5105181
6950 -4668172 -1 379733754 102 32846544 5221589
7000 -4668172 -1 379733753 102 33030709 5337852
7050 -4668172 -1 379733752 102 33214225 5453970
