t earth_x earth_y moon_x moon_y spacecraft_x spacecraft_y
0 -4668173 -1 379733827 101 -8308707 -5460722
50 -4668173 -1 379733827 101 -7847995 -5753472
100 -4668173 -1 379733827 101 -7376214 -6026188
150 -4668173 -1 379733827 101 -6895150 -6278233
200 -4668173 -1 379733827 101 -6406642 -6509267
250 -4668173 -1 379733827 101 -5912523 -6719245
300 -4668173 -1 379733827 101 -5414562 -6908392
350 -4668173 -1 379733827 101 -4914420 -7077170
400 -4668173 -1 379733827 101 -4413616 -7226234
450 -4668173 -1 379733826 101 -3913505 -7356392
500 -4668173 -1 379733826 101 -3415272 -7468563
550 -4668173 -1 379733826 101 -2919927 -7563732
600 -4668173 -1 379733826 101 -2428315 -7642923
650 -4668173 -1 379733826 101 -1941130 -7707168
700 -4668173 -1 379733826 101 -1458923 -7757484
750 -4668173 -1 379733826 101 -982123 -7794859
800 -4668173 -1 379733826 101 -511054 -7820239
850 -4668173 -1 379733826 101 -45948 -7834522
900 -4668173 -1 379733825 101 413043 -7838551
950 -4668173 -1 379733825 101 865826 -7833114
1000 -4668173 -1 379733825 101 1312365 -7818945
1050 -4668173 -1 379733825 101 1752663 -7796722
1100 -4668173 -1 379733825 101 2186762 -7767070
1150 -4668173 -1 379733825 101 2614727 -7730568
1200 -4668173 -1 379733824 101 3036646 -7687745
1250 -4668173 -1 379733824 101 3452624 -7639090
1300 -4668173 -1 379733824 101 3862777 -7585049
1350 -4668173 -1 379733824 101 4267231 -7526032
1400 -4668173 -1 379733824 101 4666118 -7462416
1450 -4668173 -1 379733823 101 5059572 -7394547
1500 -4668173 -1 379733823 101 5447732 -7322740
1550 -4668173 -1 379733823 101 5830736 -7247288
1600 -4668173 -1 379733823 101 6208722 -7168457
1650 -4668173 -1 379733823 101 6581826 -7086493
1700 -4668173 -1 379733822 101 6950182 -7001622
1750 -4668173 -1 379733822 101 7313923 -6914053
1800 -4668173 -1 379733822 101 7673178 -6823975
1850 -4668173 -1 379733821 101 8028072 -6731568
1900 -4668173 -1 379733821 101 8378727 -6636993
1950 -4668173 -1 379733821 101 8725263 -6540401
2000 -4668173 -1 379733821 101 9067794 -6441932
2050 -4668173 -1 379733820 101 9406431 -6341715
2100 -4668173 -1 379733820 101 9741284 -6239869
2150 -4668173 -1 379733820 101 10072455 -6136506
2200 -4668173 -1 379733819 101 10400045 -6031727
2250 -4668173 -1 379733819 101 10724151 -5925629
2300 -4668173 -1 379733819 101 11044867 -5818300
2350 -4668173 -1 379733818 101 11362283 -5709824
2400 -4668173 -1 379733818 101 11676487 -5600277
2450 -4668173 -1 379733818 101 11987562 -5489730
2500 -4668173 -1 379733817 101 12295589 -5378252
2550 -4668173 -1 379733817 101 12600647 -5265903
2600 -4668173 -1 379733816 101 12902811 -5152744
2650 -4668173 -1 379733816 101 13202153 -5038829
2700 -4668173 -1 379733816 101 13498744 -4924208
2750 -4668173 -1 379733815 101 13792650 -4808929
2800 -4668173 -1 379733815 101 14083938 -4693039
2850 -4668173 -1 379733814 101 14372669 -4576578
2900 -4668173 -1 379733814 101 14658906 -4459586
2950 -4668173 -1 379733813 101 14942706 -4342100
3000 -4668173 -1 379733813 101 15224126 -4224156
3050 -4668173 -1 379733813 101 15503220 -4105786
3100 -4668173 -1 379733812 101 15780042 -3987020
3150 -4668173 -1 379733812 101 16054642 -3867889
3200 -4668173 -1 379733811 101 16327070 -3748419
3250 -4668173 -1 379733811 101 16597373 -3628636
3300 -4668173 -1 379733810 101 16865598 -3508565
3350 -4668173 -1 379733810 101 17131789 -3388228
