t earth_x earth_y moon_x moon_y spacecraft_x spacecraft_y
0 -4668173 -1 379733827 101 -7717963 -5811347
50 -4668173 -1 379733827 101 -7229198 -6054286
100 -4668173 -1 379733827 101 -6731518 -6276143
150 -4668173 -1 379733827 101 -6226766 -6476471
200 -4668173 -1 379733827 101 -5716807 -6655126
250 -4668173 -1 379733827 101 -5203468 -6812252
300 -4668173 -1 379733827 101 -4688485 -6948258
350 -4668173 -1 379733827 101 -4173461 -7063776
400 -4668173 -1 379733827 101 -3659839 -7159617
450 -4668173 -1 379733826 101 -3148883 -7236726
500 -4668173 -1 379733826 101 -2641675 -7296140
550 -4668173 -1 379733826 101 -2139117 -7338945
600 -4668173 -1 379733826 101 -1641944 -7366247
650 -4668173 -1 379733826 101 -1150735 -7379144
700 -4668173 -1 379733826 101 -665934 -7378707
750 -4668173 -1 379733826 101 -187866 -7365962
800 -4668173 -1 379733826 101 283247 -7341885
850 -4668173 -1 379733826 101 747269 -7307392
900 -4668173 -1 379733825 101 1204135 -7263339
950 -4668173 -1 379733825 101 1653835 -7210519
1000 -4668173 -1 379733825 101 2096410 -7149665
1050 -4668173 -1 379733825 101 2531936 -7081452
1100 -4668173 -1 379733825 101 2960516 -7006498
1150 -4668173 -1 379733825 101 3382278 -6925371
1200 -4668173 -1 379733824 101 3797364 -6838589
1250 -4668173 -1 379733824 101 4205930 -6746626
1300 -4668173 -1 379733824 101 4608138 -6649915
1350 -4668173 -1 379733824 101 5004156 -6548850
1400 -4668173 -1 379733824 101 5394153 -6443793
1450 -4668173 -1 379733823 101 5778302 -6335073
1500 -4668173 -1 379733823 101 6156771 -6222991
1550 -4668173 -1 379733823 101 6529729 -6107821
1600 -4668173 -1 379733823 101 6897341 -5989815
1650 -4668173 -1 379733823 101 7259769 -5869203
1700 -4668173 -1 379733822 101 7617170 -5746197
1750 -4668173 -1 379733822 101 7969696 -5620988
1800 -4668173 -1 379733822 101 8317497 -5493755
1850 -4668173 -1 379733821 101 8660715 -5364660
1900 -4668173 -1 379733821 101 8999490 -5233853
1950 -4668173 -1 379733821 101 9333955 -5101471
2000 -4668173 -1 379733821 101 9664239 -4967640
2050 -4668173 -1 379733820 101 9990468 -4832478
2100 -4668173 -1 379733820 101 10312759 -4696092
2150 -4668173 -1 379733820 101 10631229 -4558582
2200 -4668173 -1 379733819 101 10945989 -4420039
2250 -4668173 -1 379733819 101 11257144 -4280548
2300 -4668173 -1 379733819 101 11564798 -4140188
2350 -4668173 -1 379733818 101 11869049 -3999031
2400 -4668173 -1 379733818 101 12169992 -3857146
2450 -4668173 -1 379733818 101 12467717 -3714595
2500 -4668173 -1 379733817 101 12762313 -3571435
2550 -4668173 -1 379733817 101 13053863 -3427721
2600 -4668173 -1 379733816 101 13342449 -3283504
2650 -4668173 -1 379733816 101 13628148 -3138830
2700 -4668173 -1 379733816 101 13911036 -2993742
2750 -4668173 -1 379733815 101 14191185 -2848281
2800 -4668173 -1 379733815 101 14468664 -2702486
2850 -4668173 -1 379733814 101 14743541 -2556391
2900 -4668173 -1 379733814 101 15015879 -2410029
2950 -4668173 -1 379733813 101 15285742 -2263431
3000 -4668173 -1 379733813 101 15553189 -2116626
3050 -4668173 -1 379733813 101 15818277 -1969641
3100 -4668173 -1 379733812 101 16081063 -1822502
3150 -4668173 -1 379733812 101 16341601 -1675230
3200 -4668173 -1 379733811 101 16599942 -1527850
3250 -4668173 -1 379733811 101 16856136 -1380381
3300 -4668173 -1 379733810 101 17110232 -1232843
3350 -4668173 -1 379733810 101 17362277 -1085253
3400 -4668173 -1 379733809 101 17612315 -937630
3450 -4668173 -1 379733809 101 17860391 -789989
3500 -4668173 -1 379733808 101 18106547 -642345
3550 -4668173 -1 379733808 101 18350824 -494712
3600 -4668173 -1 379733807 101 18593261 -347103
3650 -4668173 -1 379733806 101 18833897 -199531
3700 -4668173 -1 379733806 101 19072768 -52008
3750 -4668173 -1 379733805 101 19309911 95456
3800 -4668173 -1 379733805 101 19545360 242850
3850 -4668173 -1 379733804 101 19779150 390165
3900 -4668173 -1 379733804 101 20011312 537391
3950 -4668173 -1 379733803 101 20241879 684520
4000 -4668173 -1 379733802 101 20470882 831543
4050 -4668173 -1 379733802 101 20698350 978454
4100 -4668173 -1 379733801 101 20924312 1125245
4150 -4668173 -1 379733801 101 21148797 1271909
4200 -4668173 -1 379733800 101 21371831 1418441
4250 -4668173 -1 379733799 101 21593442 1564833
4300 -4668173 -1 379733799 101 21813655 1711081
4350 -4668173 -1 379733798 101 22032495 1857179
4400 -4668173 -1 379733797 101 22249987 2003123
4450 -4668173 -1 379733797 101 22466155 2148908
4500 -4668173 -1 379733796 101 22681020 2294529
