"spkid","neo","pha","full_name","diameter","class","H","G","albedo","BV","UB","e","a","q","i","per_y","moid","ad","first_obs"
3878598,Y,N,"       (2019 TW3)",,AMO,22.60,,,,,0.4345,2.097,1.186,6.05,3.04,0.217,3.01,2013-12-11
3878600,Y,N,"       (2019 TA4)",,APO,20.34,,,,,0.6821,2.344,0.745,27.46,3.59,0.0565,3.94,2019-09-16
3878601,Y,N,"       (2019 TB4)",,AMO,24.12,,,,,0.1934,1.38,1.113,15.19,1.62,0.126,1.65,2019-10-07
3878603,Y,N,"       (2019 TC4)",,AMO,23.41,,,,,0.1560,1.299,1.096,22.35,1.48,0.126,1.50,2019-10-07
3878602,Y,N,"       (2019 TJ4)",,AMO,20.70,,,,,0.4633,2.172,1.166,7.17,3.2,0.171,3.18,2019-09-04
3878604,Y,N,"       (2019 TK4)",,AMO,21.00,,,,,0.5319,2.722,1.274,30.66,4.49,0.277,4.17,2019-10-05
3878605,Y,N,"       (2019 TL4)",,APO,19.10,,,,,0.6803,3.027,0.968,15.93,5.27,0.212,5.09,2014-10-02
3878606,Y,N,"       (2019 TM4)",,APO,24.00,,,,,0.6010,2.509,1.001,18.15,3.97,0.0447,4.02,2019-10-07
3878607,Y,N,"       (2019 TN4)",,AMO,23.20,,,,,0.2570,1.382,1.027,2.74,1.62,0.036,1.74,2019-10-07
3878608,Y,N,"       (2019 TO4)",,AMO,24.10,,,,,0.4457,2.243,1.243,11.51,3.36,0.255,3.24,2019-10-07
3878609,Y,N,"       (2019 TP4)",,APO,26.40,,,,,0.2691,1.339,0.979,6.06,1.55,0.0269,1.70,2019-10-08
3878610,Y,N,"       (2019 TQ4)",,APO,20.98,,,,,0.4060,1.041,0.618,43.94,1.06,0.203,1.46,2019-10-07
3878612,Y,N,"       (2019 TR4)",,APO,26.80,,,,,0.1838,1.193,0.974,4.48,1.3,0.026,1.41,2019-10-08
3878611,Y,N,"       (2019 TS4)",,AMO,22.49,,,,,0.5756,2.464,1.046,4.88,3.87,0.0666,3.88,2019-08-28
3878613,Y,N,"       (2019 TZ4)",,AMO,19.45,,,,,0.5370,2.685,1.243,25.01,4.4,0.48,4.13,2019-10-06
3878614,Y,N,"       (2019 TD5)",,AMO,24.90,,,,,0.2650,1.672,1.229,4.68,2.16,0.235,2.11,2019-10-07
3878615,Y,N,"       (2019 TG5)",,AMO,20.84,,,,,0.2987,1.755,1.231,16.08,2.33,0.357,2.28,2005-10-13
3878616,Y,N,"       (2019 TH5)",,APO,24.70,,,,,0.2182,1.297,1.014,19.08,1.48,0.0807,1.58,2019-10-08
3878617,Y,N,"       (2019 TJ5)",,APO,26.70,,,,,0.6478,2.603,0.917,2.69,4.2,0.00433,4.29,2019-10-09
3878618,Y,N,"       (2019 TK5)",,APO,27.46,,,,,0.2002,1.02,0.816,1.50,1.03,0.0012,1.22,2019-10-08
3878619,Y,N,"       (2019 TN5)",,APO,28.30,,,,,0.6173,2.349,0.899,0.80,3.6,0.000324,3.80,2019-10-06
3878620,Y,N,"       (2019 TO5)",,APO,24.92,,,,,0.2597,1.349,0.998,35.73,1.57,0.0792,1.70,2019-10-06
3878621,Y,N,"       (2019 TP5)",,APO,25.20,,,,,0.6626,1.896,0.640,8.79,2.61,0.00532,3.15,2019-10-07
3878622,Y,N,"       (2019 TS5)",,APO,25.10,,,,,0.4003,1.38,0.828,12.38,1.62,0.0563,1.93,2019-10-08
3878623,Y,N,"       (2019 TU5)",,APO,24.60,,,,,0.7377,2.527,0.663,8.36,4.02,0.0381,4.39,2019-10-06
3878624,Y,N,"       (2019 TV5)",,APO,25.40,,,,,0.4591,1.463,0.792,22.32,1.77,0.0578,2.14,2019-10-08
3878625,Y,N,"       (2019 TZ5)",,AMO,22.00,,,,,0.2938,1.775,1.254,17.52,2.37,0.276,2.30,2019-10-05
3878626,Y,N,"       (2019 TA6)",,AMO,23.60,,,,,0.2937,1.541,1.089,20.21,1.91,0.0909,1.99,2019-10-06
3879134,Y,N,"       (2019 TG6)",,AMO,21.51,,,,,0.2736,1.563,1.136,6.43,1.95,0.15,1.99,2011-08-28
3879135,Y,N,"       (2019 TH6)",,AMO,18.83,,,,,0.4268,2.211,1.267,22.96,3.29,0.368,3.16,2009-10-17
3879136,Y,N,"       (2019 TJ6)",,AMO,24.28,,,,,0.4468,1.948,1.078,10.09,2.72,0.103,2.82,2019-09-30
3879137,Y,N,"       (2019 TK6)",,APO,22.79,,,,,0.4255,1.169,0.671,4.62,1.26,0.0505,1.67,2019-10-08
3879138,Y,N,"       (2019 TL6)",,ATE,22.60,,,,,0.5083,0.8107,0.399,25.31,0.73,0.137,1.22,2019-10-08
3879139,Y,N,"       (2019 TM6)",,APO,20.50,,,,,0.6106,2.23,0.868,7.88,3.33,0.0572,3.59,2019-10-07
3879140,Y,N,"       (2019 TO6)",,APO,28.70,,,,,0.3884,1.639,1.003,1.35,2.1,0.00731,2.28,2019-10-08
3879142,Y,N,"       (2019 TP6)",,AMO,22.73,,,,,0.4215,2.141,1.239,12.30,3.13,0.243,3.04,2019-10-08
3879141,Y,N,"       (2019 TQ6)",,AMO,23.40,,,,,0.5152,2.123,1.029,20.14,3.09,0.14,3.22,2019-10-08
3879143,Y,N,"       (2019 TR6)",,APO,24.90,,,,,0.5150,2.057,0.998,8.77,2.95,0.0435,3.12,2019-10-08
3879162,Y,N,"       (2019 TV6)",,APO,25.60,,,,,0.6192,2.517,0.958,1.97,3.99,0.0114,4.08,2019-09-27
3879164,Y,N,"       (2019 TW6)",,APO,26.60,,,,,0.1126,1.098,0.974,9.05,1.15,0.0309,1.22,2019-10-08
3879163,Y,N,"       (2019 TX6)",,APO,22.40,,,,,0.3632,1.513,0.964,4.02,1.86,0.0489,2.06,2019-10-08
3879165,Y,N,"       (2019 TY6)",,APO,25.04,,,,,0.2436,1.313,0.993,24.46,1.5,0.0853,1.63,2019-10-03
3879168,Y,N,"       (2019 TZ6)",,APO,27.70,,,,,0.3530,1.009,0.653,10.79,1.01,0.00243,1.36,2019-10-10
3879167,Y,N,"       (2019 TA7)",,ATE,26.30,,,,,0.4538,0.7558,0.413,4.03,0.657,0.00939,1.10,2019-10-09
3879166,Y,N,"       (2019 TB7)",,ATE,26.80,,,,,0.1309,0.8941,0.777,10.00,0.845,0.00939,1.01,2019-10-10
3879169,Y,N,"       (2019 TF7)",,AMO,17.92,,,,,0.5792,2.725,1.146,22.26,4.5,0.254,4.30,2016-01-04
3879170,Y,N,"       (2019 TG7)",,APO,26.00,,,,,0.5042,2.047,1.015,5.68,2.93,0.0235,3.08,2019-10-10
3879171,Y,N,"       (2019 TH7)",,AMO,20.70,,,,,0.5146,2.32,1.126,4.47,3.53,0.163,3.51,2013-03-13
3879188,Y,N,"       (2019 TM7)",,APO,23.90,,,,,0.7377,1.861,0.488,8.41,2.54,0.0177,3.23,2019-10-06
3879189,Y,N,"       (2019 TR7)",,AMO,21.00,,,,,0.4196,2.239,1.300,23.87,3.35,0.357,3.18,2019-10-08
3879190,Y,N,"       (2019 TS7)",,APO,25.30,,,,,0.2648,1.35,0.993,28.56,1.57,0.0434,1.71,2019-10-05
3879191,Y,N,"       (2019 TT7)",,AMO,22.50,,,,,0.4372,2.233,1.257,4.86,3.34,0.264,3.21,2019-10-05
3879215,Y,N,"       (2019 TB8)",,APO,21.40,,,,,0.5273,1.902,0.899,11.73,2.62,0.0799,2.90,2019-10-15
3879288,Y,N,"       (2019 TD8)",,AMO,24.50,,,,,0.5461,2.318,1.052,7.26,3.53,0.0442,3.58,2019-09-03
3879315,Y,N,"       (2019 TE8)",,AMO,19.37,,,,,0.3897,2.128,1.299,6.10,3.1,0.308,2.96,2013-12-25
3986684,Y,N,"       (2019 TV33)",,AMO,21.68,,,,,0.2966,1.748,1.230,7.70,2.31,0.267,2.27,2012-10-21
3879219,Y,N,"       (2019 UB)",,APO,23.20,,,,,0.5597,2.14,0.942,23.83,3.13,0.0103,3.34,2019-10-17
3879220,Y,N,"       (2019 UC)",,APO,24.14,,,,,0.4081,1.494,0.884,2.69,1.83,0.00743,2.10,2019-08-31
3879225,Y,N,"       (2019 UD)",,ATE,27.00,,,,,0.1639,0.8837,0.739,1.69,0.831,0.00809,1.03,2019-10-05
3879229,Y,N,"       (2019 UG)",,APO,28.10,,,,,0.4573,1.516,0.822,0.33,1.87,0.00197,2.21,2019-10-19
3879250,Y,N,"       (2019 UH)",,APO,25.70,,,,,0.4223,1.652,0.955,19.94,2.12,0.0117,2.35,2019-10-18
3879226,Y,N,"       (2019 UJ)",,APO,26.90,,,,,0.2359,1.169,0.894,22.71,1.26,0.0175,1.45,2019-10-19
3879227,Y,Y,"       (2019 UK)",,ATE,21.94,,,,,0.3842,0.8828,0.544,21.70,0.829,0.0446,1.22,2019-10-13
3879228,Y,N,"       (2019 UL)",,ATE,29.10,,,,,0.2067,0.833,0.661,1.35,0.76,0.0014,1.01,2019-10-17
3879230,Y,N,"       (2019 UN)",,AMO,24.90,,,,,0.6334,2.789,1.022,3.93,4.66,0.0197,4.56,2019-10-04
3879231,Y,Y,"       (2019 UO)",,APO,20.04,,,,,0.6380,2.651,0.960,5.70,4.32,0.0205,4.34,2019-09-28
3879232,Y,N,"       (2019 UP)",,AMO,26.09,,,,,0.5677,2.355,1.018,4.96,3.61,0.0254,3.69,2019-10-19
3879233,Y,N,"       (2019 UQ)",,APO,26.20,,,,,0.5578,1.847,0.817,5.72,2.51,9.86e-06,2.88,2019-10-19
3879234,Y,N,"       (2019 UR)",,AMO,26.57,,,,,0.2835,1.433,1.027,7.05,1.72,0.041,1.84,2019-10-19
3879239,Y,N,"       (2019 US)",,APO,26.60,,,,,0.2600,1.21,0.895,2.74,1.33,0.0108,1.52,2019-10-19
3879243,Y,N,"       (2019 UT)",,APO,28.00,,,,,0.5563,2.007,0.890,3.47,2.84,0.00296,3.12,2019-10-19
3879244,Y,N,"       (2019 UU)",,APO,26.50,,,,,0.2556,1.216,0.905,11.38,1.34,0.025,1.53,2019-10-19
3879241,Y,N,"       (2019 UV)",,ATE,26.10,,,,,0.1708,0.8998,0.746,22.70,0.853,0.0308,1.05,2019-10-19
3879242,Y,N,"       (2019 UW)",,AMO,26.00,,,,,0.2832,1.478,1.060,20.29,1.8,0.0724,1.90,2019-10-19
3879237,Y,N,"       (2019 UX)",,APO,26.07,,,,,0.2547,1.085,0.808,2.45,1.13,0.0113,1.36,2019-10-19
3879236,Y,N,"       (2019 UY)",,AMO,26.20,,,,,0.1824,1.267,1.036,21.04,1.43,0.0492,1.50,2019-10-19
3879238,Y,N,"       (2019 UZ)",,ATE,27.80,,,,,0.3468,0.8805,0.575,7.52,0.826,0.00514,1.19,2019-10-19
3879235,Y,N,"       (2019 UA1)",,AMO,26.10,,,,,0.3542,1.592,1.028,15.80,2.01,0.0349,2.16,2019-10-19
3879240,Y,N,"       (2019 UB1)",,AMO,26.05,,,,,0.4733,1.934,1.019,3.01,2.69,0.0247,2.85,2019-10-03
3879252,Y,N,"       (2019 UC1)",,APO,25.33,,,,,0.2625,1.364,1.006,4.43,1.59,0.06,1.72,2019-10-08
3879253,Y,N,"       (2019 UE1)",,APO,25.90,,,,,0.4832,1.94,1.003,3.70,2.7,0.0191,2.88,2019-09-27
3879254,Y,N,"       (2019 UF1)",,APO,25.80,,,,,0.7112,2.613,0.755,1.46,4.22,0.0156,4.47,2019-10-19
3879255,Y,N,"       (2019 UG1)",,APO,26.14,,,,,0.6035,2.526,1.002,7.59,4.02,0.0082,4.05,2019-10-20
3879257,Y,N,"       (2019 UH1)",,APO,24.15,,,,,0.5455,2.093,0.951,5.57,3.03,0.023,3.23,2019-10-19
3879256,Y,N,"       (2019 UJ1)",,APO,27.70,,,,,0.5520,1.923,0.861,1.91,2.67,0.00654,2.98,2019-10-20
3879268,Y,N,"       (2019 UL1)",,APO,25.60,,,,,0.2218,1.301,1.013,25.47,1.48,0.0392,1.59,2019-10-19
3879276,Y,N,"       (2019 UM1)",,APO,25.90,,,,,0.5072,2.057,1.014,6.98,2.95,0.0214,3.10,2019-10-19
3879274,Y,N,"       (2019 UN1)",,ATE,23.24,,,,,0.4291,0.8512,0.486,20.83,0.785,0.148,1.22,2019-10-19
3879271,Y,N,"       (2019 UO1)",,AMO,25.21,,,,,0.0257,1.098,1.070,2.77,1.15,0.064,1.13,2019-10-08
3879272,Y,N,"       (2019 UP1)",,APO,25.30,,,,,0.4324,1.638,0.930,19.18,2.1,0.0592,2.35,2019-10-19
3879270,Y,N,"       (2019 UQ1)",,AMO,25.80,,,,,0.5702,2.558,1.099,4.66,4.09,0.103,4.02,2019-10-19
3879273,Y,N,"       (2019 UR1)",,ATE,25.80,,,,,0.2544,0.9258,0.690,11.23,0.891,0.0447,1.16,2019-10-19
3879267,Y,N,"       (2019 US1)",,APO,24.10,,,,,0.3464,1.481,0.968,18.06,1.8,0.149,1.99,2019-10-19
3879269,Y,N,"       (2019 UT1)",,APO,27.70,,,,,0.3083,1.15,0.795,5.36,1.23,0.011,1.50,2019-10-19
3879275,Y,N,"       (2019 UU1)",,APO,30.40,,,,,0.2308,1.029,0.792,1.14,1.04,0.000258,1.27,2019-10-19
3879280,Y,N,"       (2019 UX1)",,ATE,24.11,,,,,0.2426,0.9693,0.734,14.07,0.954,0.00559,1.20,2019-10-20
3879278,Y,N,"       (2019 UY1)",,ATE,23.91,,,,,0.2642,0.8983,0.661,6.05,0.851,0.0541,1.14,2019-10-20
3879277,Y,N,"       (2019 UZ1)",,AMO,23.60,,,,,0.5257,2.341,1.110,1.90,3.58,0.105,3.57,2019-10-20
3879279,Y,N,"       (2019 UA2)",,APO,26.90,,,,,0.5774,2.389,1.010,8.32,3.69,0.0239,3.77,2019-10-20
3879281,Y,N,"       (2019 UB2)",,APO,25.80,,,,,0.5983,2.498,1.003,1.27,3.95,0.0168,3.99,2019-10-20
3879283,Y,N,"       (2019 UC2)",,AMO,26.80,,,,,0.4656,1.935,1.034,6.88,2.69,0.0418,2.84,2019-10-20
3879284,Y,N,"       (2019 UD2)",,APO,26.63,,,,,0.4741,1.88,0.989,4.57,2.58,0.0127,2.77,2019-10-20
3879285,Y,N,"       (2019 UG2)",,ATE,24.30,,,,,0.2034,0.9108,0.726,23.72,0.869,0.0624,1.10,2019-10-14
3879286,Y,N,"       (2019 UH2)",,AMO,21.20,,,,,0.4526,1.907,1.044,35.00,2.63,0.176,2.77,2019-10-07
3879287,Y,N,"       (2019 UJ2)",,AMO,19.42,,,,,0.5049,2.468,1.222,30.27,3.88,0.371,3.71,2015-11-10
3879295,Y,N,"       (2019 UK2)",,APO,27.80,,,,,0.3847,1.542,0.949,3.87,1.91,0.00456,2.14,2019-10-21
3879290,Y,N,"       (2019 UL2)",,APO,24.92,,,,,0.2596,1.241,0.919,4.52,1.38,0.0405,1.56,2019-10-09
3879293,Y,N,"       (2019 UM2)",,AMO,28.40,,,,,0.2757,1.405,1.018,2.62,1.67,0.0255,1.79,2019-10-20
3879292,Y,N,"       (2019 UN2)",,APO,25.09,,,,,0.2318,1.177,0.904,6.56,1.28,0.0422,1.45,2019-10-19
3879296,Y,N,"       (2019 UO2)",,ATE,25.80,,,,,0.2621,0.8533,0.630,23.08,0.788,0.0253,1.08,2019-10-20
3879289,Y,N,"       (2019 UP2)",,AMO,23.80,,,,,0.3776,1.911,1.189,4.19,2.64,0.204,2.63,2019-10-19
3879291,Y,N,"       (2019 UQ2)",,AMO,24.40,,,,,0.5910,2.668,1.091,16.51,4.36,0.0974,4.24,2019-10-20
3879298,Y,N,"       (2019 UR2)",,APO,22.13,,,,,0.6501,2.44,0.854,10.45,3.81,0.00459,4.03,2019-10-19
3879297,Y,N,"       (2019 US2)",,APO,23.40,,,,,0.1839,1.194,0.974,28.27,1.3,0.134,1.41,2019-10-20
3879294,Y,N,"       (2019 UT2)",,APO,24.60,,,,,0.2877,1.383,0.985,26.72,1.63,0.115,1.78,2019-10-20
3879299,Y,N,"       (2019 UU2)",,APO,26.60,,,,,0.4892,1.712,0.874,12.97,2.24,0.00434,2.55,2019-10-21
3879300,Y,N,"       (2019 UV2)",,AMO,23.50,,,,,0.2420,1.548,1.174,15.88,1.93,0.232,1.92,2019-10-20
3879301,Y,N,"       (2019 UW2)",,APO,22.30,,,,,0.4158,1.687,0.985,37.93,2.19,0.258,2.39,2019-10-19
3879302,Y,N,"       (2019 UX2)",,APO,25.30,,,,,0.4600,1.632,0.882,23.74,2.09,0.0428,2.38,2019-10-21
3879303,Y,N,"       (2019 UA3)",,APO,26.17,,,,,0.4835,1.779,0.919,5.70,2.37,0.00273,2.64,2019-10-10
3879304,Y,N,"       (2019 UC3)",,APO,23.61,,,,,0.5707,1.914,0.822,12.85,2.65,0.096,3.01,2019-10-19
3879305,Y,N,"       (2019 UD3)",,APO,25.80,,,,,0.5563,1.99,0.883,7.21,2.81,0.00627,3.10,2019-10-21
3879306,Y,N,"       (2019 UE3)",,AMO,23.95,,,,,0.4458,1.869,1.036,16.08,2.56,0.0479,2.70,2019-10-21
3879307,Y,N,"       (2019 UF3)",,AMO,24.40,,,,,0.2301,1.362,1.049,21.56,1.59,0.0593,1.68,2019-10-21
3879308,Y,N,"       (2019 UG3)",,APO,29.20,,,,,0.2696,1.322,0.965,2.23,1.52,0.00404,1.68,2019-10-22
3879309,Y,N,"       (2019 UH3)",,APO,25.80,,,,,0.4808,1.85,0.961,4.11,2.52,0.00351,2.74,2019-10-07
3879311,Y,N,"       (2019 UJ3)",,APO,25.95,,,,,0.3018,1.038,0.725,1.05,1.06,0.0166,1.35,2019-10-19
3879312,Y,N,"       (2019 UK3)",,APO,26.69,,,,,0.3477,1.533,1.000,2.84,1.9,0.0209,2.07,2019-10-22
3879313,Y,N,"       (2019 UL3)",,APO,28.30,,,,,0.4259,1.612,0.926,0.41,2.05,0.00203,2.30,2019-10-22
3879310,Y,N,"       (2019 UM3)",,APO,26.55,,,,,0.5547,2.246,1.000,7.29,3.37,0.0342,3.49,2019-10-21
3879314,Y,N,"       (2019 UN3)",,ATE,24.20,,,,,0.2031,0.9835,0.784,32.15,0.975,0.0487,1.18,2019-10-22
3879316,Y,N,"       (2019 UT3)",,AMO,25.34,,,,,0.2751,1.43,1.036,5.33,1.71,0.0768,1.82,2019-10-16
3879318,Y,N,"       (2019 UU3)",,APO,25.50,,,,,0.6220,2.452,0.927,14.19,3.84,0.0311,3.98,2019-10-19
3879317,Y,N,"       (2019 UV3)",,AMO,20.02,,,,,0.4302,2.175,1.239,17.74,3.21,0.268,3.11,2016-11-14
3879319,Y,N,"       (2019 UW3)",,AMO,24.40,,,,,0.1070,1.301,1.162,21.69,1.48,0.164,1.44,2019-10-19
3879321,Y,N,"       (2019 UX3)",,APO,26.80,,,,,0.4353,1.76,0.994,0.85,2.33,0.0143,2.53,2019-10-19
3879320,Y,N,"       (2019 UY3)",,AMO,23.93,,,,,0.3438,1.579,1.036,4.81,1.98,0.0367,2.12,2019-10-21
3879322,Y,N,"       (2019 UZ3)",,APO,27.00,,,,,0.2903,1.211,0.860,5.64,1.33,0.018,1.56,2019-10-22
3879383,Y,N,"       (2019 UB4)",,APO,29.20,,,,,0.0962,1.037,0.938,0.92,1.06,0.000681,1.14,2019-10-21
3879384,Y,Y,"       (2019 UC4)",,APO,21.24,,,,,0.6451,2.486,0.882,8.60,3.92,0.0449,4.09,2019-08-26
3879527,Y,N,"       (2019 UD4)",,AMO,23.17,,,,,0.3478,1.568,1.023,3.34,1.96,0.033,2.11,2019-08-20
3879528,Y,N,"       (2019 UE4)",,APO,27.70,,,,,0.4150,1.372,0.802,1.14,1.61,0.000783,1.94,2019-10-23
3879529,Y,N,"       (2019 UH4)",,AMO,19.39,,,,,0.4262,2.153,1.235,5.41,3.16,0.242,3.07,2012-04-14
3879530,Y,N,"       (2019 UK4)",,AMO,27.07,,,,,0.3727,1.664,1.044,4.30,2.15,0.0459,2.28,2019-10-19
3879532,Y,N,"       (2019 UL4)",,APO,25.33,,,,,0.4552,1.806,0.984,8.77,2.43,0.0235,2.63,2019-10-21
3879531,Y,N,"       (2019 UM4)",,APO,26.20,,,,,0.6034,2.553,1.013,9.05,4.08,0.0243,4.09,2019-10-22
3879533,Y,N,"       (2019 UN4)",,APO,22.80,,,,,0.1352,1.112,0.961,20.81,1.17,0.0171,1.26,2019-10-22
3879534,Y,N,"       (2019 UO4)",,APO,24.70,,,,,0.4049,1.677,0.998,18.23,2.17,0.101,2.36,2019-10-22
3879535,Y,N,"       (2019 UP4)",,APO,24.10,,,,,0.7219,2.031,0.565,4.76,2.89,0.0415,3.50,2019-10-22
3879536,Y,N,"       (2019 UQ4)",,APO,28.00,,,,,0.1300,1.148,0.998,3.78,1.23,0.0246,1.30,2019-10-22
3879537,Y,N,"       (2019 UR4)",,APO,26.90,,,,,0.1769,1.056,0.869,1.19,1.09,0.014,1.24,2019-10-23
3879538,Y,N,"       (2019 UU4)",,AMO,24.70,,,,,0.1684,1.288,1.071,28.47,1.46,0.0815,1.51,2019-10-22
3879539,Y,N,"       (2019 UC5)",,APO,26.50,,,,,0.3903,1.653,1.008,5.03,2.13,0.0117,2.30,2019-10-23
3879540,Y,N,"       (2019 UD5)",,AMO,23.70,,,,,0.2394,1.464,1.113,25.35,1.77,0.199,1.81,2019-10-22
3879541,Y,N,"       (2019 UE5)",,APO,22.48,,,,,0.5649,2.286,0.994,5.17,3.46,0.0648,3.58,2019-07-28
3879543,Y,N,"       (2019 UF5)",,APO,25.60,,,,,0.3774,1.244,0.775,9.44,1.39,0.0068,1.71,2019-10-23
3879542,Y,N,"       (2019 UG5)",,AMO,22.04,,,,,0.4427,1.87,1.042,17.23,2.56,0.0839,2.70,2019-10-22
3879544,Y,N,"       (2019 UH5)",,APO,27.30,,,,,0.2545,1.352,1.008,2.29,1.57,0.0333,1.70,2019-10-23
3879545,Y,N,"       (2019 UK5)",,APO,26.20,,,,,0.3343,1.302,0.867,11.49,1.49,0.0333,1.74,2019-10-23
3879546,Y,N,"       (2019 UL5)",,APO,27.60,,,,,0.2162,1.261,0.988,7.95,1.42,0.008,1.53,2019-10-22
3879547,Y,N,"       (2019 UO5)",,ATE,25.60,,,,,0.1406,0.9165,0.788,20.41,0.877,0.049,1.05,2019-10-19
3879548,Y,N,"       (2019 UP5)",,AMO,22.41,,,,,0.5270,2.232,1.056,9.34,3.33,0.0735,3.41,2019-10-08
3879549,Y,N,"       (2019 UQ5)",,AMO,24.70,,,,,0.1429,1.215,1.041,25.53,1.34,0.0725,1.39,2019-10-22
3879550,Y,N,"       (2019 US5)",,APO,21.70,,,,,0.7115,2.124,0.613,8.87,3.09,0.144,3.63,2019-10-22
3879551,Y,N,"       (2019 UT5)",,APO,28.40,,,,,0.6422,2.369,0.848,4.71,3.65,0.00239,3.89,2019-10-24
3879552,Y,N,"       (2019 UU5)",,AMO,25.30,,,,,0.4066,1.716,1.018,9.36,2.25,0.0312,2.41,2019-10-23
3879553,Y,N,"       (2019 UV5)",,APO,25.69,,,,,0.1767,1.189,0.979,21.62,1.3,0.0852,1.40,2019-10-23
3879712,Y,N,"       (2019 UW5)",,AMO,19.30,,,,,0.4963,2.579,1.299,7.49,4.14,0.305,3.86,2019-06-02
3879715,Y,N,"       (2019 UZ5)",,APO,24.40,,,,,0.7462,2.168,0.550,6.90,3.19,0.0652,3.79,2019-10-22
3879713,Y,N,"       (2019 UA6)",,AMO,20.92,,,,,0.1691,1.551,1.289,9.12,1.93,0.345,1.81,2015-10-05
3879714,Y,N,"       (2019 UB6)",,APO,28.40,,,,,0.2646,1.048,0.771,4.22,1.07,0.00196,1.33,2019-10-24
3879716,Y,N,"       (2019 UC6)",,APO,25.20,,,,,0.4598,1.734,0.937,29.89,2.28,0.053,2.53,2019-10-23
3879717,Y,N,"       (2019 UH6)",,APO,24.70,,,,,0.4020,1.635,0.978,2.12,2.09,0.00292,2.29,2019-10-08
3879720,Y,N,"       (2019 UJ6)",,APO,26.10,,,,,0.1979,1.22,0.978,13.08,1.35,0.00533,1.46,2019-10-23
3879719,Y,N,"       (2019 UK6)",,AMO,23.59,,,,,0.5737,2.39,1.019,5.35,3.69,0.0363,3.76,2019-10-24
3879721,Y,N,"       (2019 UL6)",,AMO,25.00,,,,,0.5450,2.358,1.073,9.97,3.62,0.11,3.64,2019-10-24
3879718,Y,N,"       (2019 UM6)",,AMO,22.66,,,,,0.2706,1.762,1.285,17.42,2.34,0.306,2.24,2019-10-23
3879723,Y,N,"       (2019 UQ6)",,APO,25.80,,,,,0.3498,1.113,0.724,2.09,1.17,0.0192,1.50,2019-10-18
3879722,Y,N,"       (2019 UR6)",,AMO,26.43,,,,,0.2574,1.422,1.056,4.95,1.7,0.0587,1.79,2019-10-20
3879724,Y,N,"       (2019 US6)",,AMO,20.60,,,,,0.5207,2.667,1.278,12.13,4.36,0.308,4.06,2019-10-23
3879725,Y,Y,"       (2019 UT6)",,APO,21.92,,,,,0.5050,1.592,0.788,2.38,2.01,0.0156,2.40,2019-10-05
3879726,Y,N,"       (2019 UU6)",,APO,23.60,,,,,0.2033,1.155,0.920,40.40,1.24,0.0872,1.39,2019-10-08
3879729,Y,N,"       (2019 UV6)",,APO,22.90,,,,,0.6083,2.372,0.929,0.99,3.65,0.00708,3.82,2019-10-21
3879728,Y,N,"       (2019 UW6)",,APO,26.60,,,,,0.3867,1.589,0.975,16.67,2,0.0194,2.20,2019-10-24
3879727,Y,N,"       (2019 UX6)",,APO,26.90,,,,,0.1981,1.265,1.014,6.91,1.42,0.0206,1.52,2019-10-24
3879731,Y,N,"       (2019 UY6)",,APO,26.60,,,,,0.6489,2.26,0.794,0.77,3.4,0.00599,3.73,2019-10-24
3879732,Y,N,"       (2019 UB7)",,APO,24.20,,,,,0.6576,2.039,0.698,2.07,2.91,0.0346,3.38,2019-10-23
3879730,Y,N,"       (2019 UC7)",,APO,23.52,,,,,0.1742,1.201,0.991,19.20,1.32,0.128,1.41,2019-10-21
3883086,Y,N,"       (2019 UD7)",,APO,28.10,,,,,0.5110,1.541,0.754,2.70,1.91,0.00488,2.33,2019-10-25
3883087,Y,N,"       (2019 UE7)",,APO,22.40,,,,,0.7005,2.174,0.651,6.92,3.2,0.037,3.70,2019-10-24
3883089,Y,N,"       (2019 UF7)",,APO,24.60,,,,,0.2995,1.239,0.868,5.85,1.38,0.0234,1.61,2019-10-24
3883088,Y,N,"       (2019 UG7)",,AMO,21.60,,,,,0.5956,2.962,1.198,6.05,5.1,0.234,4.73,2015-01-20
3883085,Y,N,"       (2019 UH7)",,APO,27.46,,,,,0.3684,1.588,1.003,6.28,2,0.0238,2.17,2019-10-25
3883084,Y,N,"       (2019 UJ7)",,AMO,24.60,,,,,0.3348,1.691,1.125,8.50,2.2,0.136,2.26,2019-10-24
3883091,Y,N,"       (2019 UO7)",,APO,27.60,,,,,0.2368,1.263,0.964,0.66,1.42,0.00987,1.56,2019-10-24
3883092,Y,N,"       (2019 UP7)",,APO,25.60,,,,,0.4999,1.858,0.929,5.48,2.53,0.0395,2.79,2019-10-24
3883090,Y,N,"       (2019 UQ7)",,APO,22.31,,,,,0.6604,2.755,0.936,28.83,4.57,0.00675,4.57,2019-10-24
3883093,Y,N,"       (2019 UR7)",,AMO,23.70,,,,,0.5478,2.417,1.093,4.87,3.76,0.0969,3.74,2019-10-24
3883094,Y,N,"       (2019 UT7)",,APO,26.80,,,,,0.5990,2.422,0.972,5.91,3.77,0.00564,3.87,2019-10-26
3883096,Y,N,"       (2019 UU7)",,ATE,26.00,,,,,0.3172,0.8092,0.553,0.87,0.728,0.0116,1.07,2019-10-18
3883098,Y,N,"       (2019 UV7)",,AMO,21.70,,,,,0.2940,1.805,1.274,32.17,2.43,0.283,2.34,2019-10-23
