  1061 Paeonia          12.09  0.15 0.010   50.8
  1062 Ljuba             9.85  0.15 0.010  142.4
  1063 Aquilegia        11.38  0.15 0.140   17.0
  1064 Aethusa          10.50  0.15 0.150   19.0
  1065 Amundsenia       13.20  0.15 0.010   30.5
  1066 Lobelia          12.50  0.15 0.010   42.0
  1067 Lunaria          10.99  0.15 0.010   84.3
  1068 Nofretete        11.20  0.15 0.140   26.0
  1069 Planckia          9.30  0.15 0.130   43.0
  1070 Tunica           10.60  0.15 0.048   39.0
  1071 Brita            10.10  0.15 0.058   52.0
  1072 Malva            10.50  0.15 0.037   46.0
  1073 Gellivara        11.90  0.15 0.010   55.4
  1074 Beljawskya       10.00  0.15 0.052   53.0
  1075 Helina           10.15  0.15 0.089   40.0
  1076 Viola            12.30  0.15 0.029   24.0
  1077 Campanula        12.20  0.15 0.010   48.3
  1078 Mentha           11.80  0.15 0.010   58.0
  1079 Mimosa           11.20  0.15 0.099   23.0
  1080 Orchis           12.20  0.15 0.027   27.0
  1081 Reseda           11.30  0.15 0.024   40.0
  1082 Pirola           10.41  0.15 0.055   47.0
  1083 Salvia           12.60  0.15 0.010   52.9
  1084 Tamariwa         10.78  0.15 0.091   31.0
  1085 Amaryllis         9.40  0.15 0.044   72.0
  1086 Nata              9.30  0.15 0.054   70.0
  1087 Arabis            9.73  0.15 0.120   40.0
  1088 Mitaka           11.39  0.15 0.010   70.1
  1089 Tama             11.60  0.15 0.170   14.0
  1090 Sumida           12.49  0.15 0.010   42.2
  1091 Spiraea          10.60  0.15 0.067   36.0
  1092 Lilium           10.82  0.15 0.044   47.0
  1093 Freda             8.83  0.15 0.036  120.0
  1094 Siberia          11.90  0.15 0.083   18.0
  1095 Tulipa           10.42  0.15 0.110   29.0
  1096 Reunerta         10.30  0.15 0.069   46.0
  1097 Vicia            11.70  0.15 0.057   25.0
  1098 Hakone           10.20  0.15 0.120   28.0
  1099 Figneria         10.40  0.15 0.130   35.0
  1100 Arnica           11.00  0.15 0.010   83.9
  1101 Clematis         10.10  0.15 0.047   40.0
  1102 Pepita            9.40  0.15 0.120   43.0
  1103 Sequoia          12.25  0.15 0.010   47.2
  1104 Syringa          12.50  0.15 0.033   24.0
  1105 Fragaria         10.09  0.15 0.081   42.0
  1106 Cydonia          12.00  0.15 0.010   52.9
  1107 Lictoria          9.10  0.15 0.070   80.0
  1108 Demeter          11.91  0.15 0.010   55.2
  1109 Tata             10.06  0.15 0.035   69.0
  1110 Jaroslawa        11.80  0.15 0.010   58.0
  1111 Reinmuthia       10.67  0.15 0.010   97.6
  1112 Polonia          10.05  0.15 0.095   40.0
  1113 Katja             9.40  0.15 0.130   44.0
  1114 Lorraine          9.90  0.15 0.057   62.0
  1115 Sabauda           9.30  0.15 0.066   71.0
  1116 Catriona          9.70  0.15 0.140   40.0
  1117 Reginita         11.90  0.15 0.010   55.4
  1118 Hanskya           9.50  0.15 0.033   80.0
  1119 Euboea           11.20  0.15 0.022   44.0
  1120 Cannonia         12.80  0.15 0.010   36.6
  1121 Natascha         11.80  0.15 0.010   58.0
  1122 Neith            11.10  0.15 0.200   13.0
  1123 Shapleya         11.70  0.15 0.010   60.8
  1124 Stroobantia      10.67  0.15 0.100   28.0
  1125 China            11.20  0.15 0.010   76.5
  1126 Otero            12.10  0.15 0.085   13.0
  1127 Mimi             10.95  0.15 0.030   50.0
  1128 Astrid           10.70  0.15 0.052   40.0
  1129 Neujmina         10.20  0.15 0.110   38.0
  1130 Skuld            12.10  0.15 0.010   50.5
  1131 Porzia           13.00  0.15 0.010   33.4
  1132 Hollandia        10.60  0.15 0.056   34.0
  1133 Lugduna          12.22  0.15 0.010   47.8
  1134 Kepler           14.30  0.15 0.010   18.3
  1135 Colchis          10.20  0.15 0.047   51.0
  1136 Mercedes         11.00  0.15 0.094   27.0
  1137 Raissa           10.74  0.15 0.089   26.0
  1138 Attica           11.30  0.15 0.010   73.0
  1139 Atami            12.51  0.15 0.010   41.8
  1140 Crimea           10.28  0.15 0.130   31.0
  1141 Bohmia           13.90  0.15 0.056   11.0
  1142 Aetolia          10.30  0.15 0.010  115.8
  1143 Odysseus          7.93  0.15 0.041  134.0
  1144 Oda              10.00  0.15 0.010  132.9
  1145 Robelmonte       11.10  0.15 0.098   25.0
  1146 Biarmia           9.80  0.15 0.170   34.0
  1147 Stavropolis      12.00  0.15 0.010   52.9
  1148 Rarahu           10.15  0.15 0.160   31.0
  1149 Volga            10.57  0.15 0.041   57.0
  1150 Achaia           12.70  0.15 0.010   30.5
  1151 Ithaka           12.70  0.15 0.012   21.0
  1152 Pawona           11.30  0.15 0.180   18.0
  1153 Wallenbergia     12.10  0.15 0.010   50.5
  1154 Astronomia       10.51  0.15 0.027   64.0
  1155 Aenna            11.50  0.15 0.140   15.0
  1156 Kira             12.40  0.15 0.010   58.0
  1157 Arabia           10.00  0.15 0.010  132.9
  1158 Luda             10.80  0.15 0.140   21.0
  1159 Granada          11.55  0.15 0.044   30.0
  1160 Illyria          11.10  0.15 0.010   80.1
  1161 Thessalia        11.60  0.15 0.040   39.0
  1162 Larissa           9.44  0.15 0.080   56.0
  1163 Saga             10.60  0.15 0.082   34.0
  1164 Kobolda          12.80  0.15 0.010   36.6
  1165 Imprinetta       10.30  0.15 0.032   54.0
  1166 Sakuntala         8.80  0.15 0.078   24.0
  1167 Dubiago           9.85  0.15 0.039   68.0
  1168 Brandia          12.53  0.15 0.120   12.0
  1169 Alwine           13.00  0.15 0.010   33.4
  1170 Siva             12.43  0.15 0.110   12.0
  1171 Rusthawelia       9.90  0.15 0.038   73.0
  1172 Aneas             8.33  0.15 0.038  151.0
  1173 Anchises          8.89  0.15 0.026  134.0
  1174 Marmara          12.00  0.15 0.010   52.9
  1175 Margo            10.20  0.15 0.010  121.2
  1176 Lucidor          10.90  0.15 0.064   31.0
  1177 Gonnessia         9.30  0.15 0.039   95.0
  1178 Irmela           11.81  0.15 0.070   21.0
  1179 Mally            12.90  0.15 0.010   35.0
  1180 Rita              9.14  0.15 0.010  197.5
  1181 Lilith           11.50  0.15 0.010   66.6
  1182 Ilona            11.30  0.15 0.140   18.0
  1183 Jutta            12.10  0.15 0.068   20.0
  1184 Gaea             11.10  0.15 0.010   80.1
  1185 Nikko            12.09  0.15 0.010   50.8
  1186 Turnera           9.20  0.15 0.180   38.0
  1187 Afra             11.30  0.15 0.037   37.0
  1188 Gothlandia       11.70  0.15 0.130   13.0
  1189 Terentia         10.00  0.15 0.053   58.0
  1190 Pelagia          12.40  0.15 0.065   20.0
  1191 Alfaterna        10.60  0.15 0.052   45.0
  1192 Prisma           12.92  0.15 0.010   34.6
  1193 Africa           12.20  0.15 0.010   48.3
  1194 Aletta           10.20  0.15 0.031   56.0
  1195 Orangia          13.70  0.15 0.010   24.2
  1196 Sheba            10.26  0.15 0.110   33.0
  1197 Rhodesia         10.00  0.15 0.064   49.0
  1198 Atlantis         14.60  0.15 0.010   16.0
  1199 Geldonia         10.36  0.15 0.089   35.0
  1200 Imperatrix       10.50  0.15 0.054   41.0
  1201 Strenua          11.40  0.15 0.030   38.0
  1202 Marina           10.60  0.15 0.033   66.0
  1203 Nanna            11.20  0.15 0.017   44.0
  1204 Renzia           12.20  0.15 0.010   48.3
  1205 Ebella           13.60  0.15 0.010   25.3
  1206 Numerowia        11.80  0.15 0.010   76.5
  1207 Ostenia          11.00  0.15 0.074   27.0
  1208 Troilus           8.99  0.15 0.036  110.0
  1209 Pumma            10.60  0.15 0.010  100.8
  1210 Morosovia         9.91  0.15 0.130   34.0
  1211 Bressole         10.60  0.15 0.043   41.0
  1212 Francette         9.54  0.15 0.038   90.0
  1213 Algeria          10.80  0.15 0.036   43.0
  1214 Richilde         10.90  0.15 0.051   36.0
  1215 Boyer            11.14  0.15 0.010   78.6
  1216 Askania          13.49  0.15 0.010   26.6
  1217 Maximiliana      12.50  0.15 0.010   42.0
  1218 Aster            12.90  0.15 0.010   35.0
  1219 Britta           11.94  0.24 0.140   13.0
  1220 Crocus           11.72  0.23 0.010   60.2
  1221 Amor             17.70  0.15 0.010    3.8
  1222 Tina             10.30  0.15 0.055   21.0
  1223 Neckar           10.58  0.15 0.010  101.8
  1224 Fantasia         11.36  0.15 0.190   15.0
  1225 Ariane           12.10  0.15 0.010   50.5
  1226 Golia            11.10  0.15 0.074   18.0
  1227 Geranium         10.10  0.15 0.058   48.0
  1228 Scabiosa         11.50  0.15 0.010   66.6
  1229 Tilia            11.10  0.15 0.070   30.0
  1230 Riceia           12.80  0.15 0.010   36.6
  1231 Auricula         11.60  0.15 0.084   22.0
  1232 Cortusa          10.20  0.15 0.093   39.0
  1233 Kobresia         11.30  0.15 0.048   34.0
  1234 Elyna            11.50  0.15 0.100   28.0
  1235 Schorria         12.68  0.15 0.010   38.7
  1236 Thais            11.93  0.15 0.043   26.0
  1237 Genevieve        10.70  0.15 0.046   41.0
  1238 Predappia        11.90  0.15 0.059   22.0
  1239 Queteleta        12.50  0.15 0.056   17.0
  1240 Centenaria        9.70  0.15 0.058   60.0
  1241 Dysona            9.45  0.15 0.039   85.0
  1242 Zambesia         10.10  0.15 0.055   49.0
  1243 Pamela            9.68  0.15 0.037   75.0
  1244 Deira            11.30  0.15 0.049   31.0
  1245 Calvinia          9.89  0.15 0.200   28.0
  1246 Chaka            10.90  0.15 0.220   19.0
  1247 Memoria          10.52  0.15 0.059   40.0
  1248 Jugurtha          9.70  0.15 0.010  152.6
  1249 Rutherfordia     11.54  0.15 0.150   14.0
  1250 Galanthus        12.26  0.15 0.046   21.0
  1251 Hedera           10.50  0.15 0.010  105.6
  1252 Celestia         10.89  0.15 0.010   88.2
  1253 Frisia           11.50  0.15 0.027   30.0
  1254 Erfordia         10.80  0.15 0.031   49.0
  1255 Schilowa         10.20  0.15 0.100   34.0
  1256 Normannia         9.66  0.15 0.039   77.0
  1257 Mora             11.50  0.15 0.010   48.5
  1258 Sicilia          10.50  0.15 0.048   47.0
  1259 Ogyalla          11.00  0.15 0.063   36.0
  1260 Walhalla         11.90  0.15 0.010   55.4
  1261 Legia            11.00  0.15 0.077   34.0
  1262 Sniadeckia       10.25  0.15 0.043   58.0
  1263 Varsavia         10.50  0.15 0.044   50.0
  1264 Letaba            9.10  0.15 0.037   77.0
  1265 Schweikarda      11.00  0.15 0.010   83.9
  1266 Tone              9.41  0.15 0.060   75.0
  1267 Geertruida       12.10  0.15 0.030   26.0
  1268 Libya             9.12  0.15 0.040   97.0
  1269 Rollandia         8.82  0.15 0.047  109.0
  1270 Datura           12.50  0.15 0.150    9.0
  1271 Isergina         10.60  0.15 0.045   49.0
  1272 Gefion           12.80  0.15 0.010   36.6
  1273 Helma            12.80  0.15 0.011   30.0
  1274 Delportia        11.82  0.15 0.010   57.5
  1275 Cimbria          10.72  0.15 0.084   32.0
  1276 Ucclia           10.40  0.15 0.068   36.0
  1277 Dolores          11.05  0.15 0.070   29.0
  1278 Kenya            10.80  0.15 0.010   92.0
  1279 Uganda           12.51  0.15 0.010   41.8
  1280 Baillauda        10.33  0.15 0.044   55.0
  1281 Jeanne           11.60  0.15 0.010   63.6
  1282 Utopia           10.00  0.15 0.053   55.0
  1283 Komsomolia       10.30  0.15 0.093   29.0
  1284 Latvia           10.24  0.15 0.088   40.0
  1285 Julietta         10.60  0.15 0.068   45.0
  1286 Banachiewicza    10.88  0.15 0.083   33.0
  1287 Lorcia           11.07  0.15 0.090   27.0
  1288 Santa            11.41  0.15 0.034   39.0
  1289 Kutaissi         10.73  0.15 0.010   95.0
  1290 Albertine        12.50  0.15 0.010   42.0
  1291 Phryne           10.33  0.15 0.010  114.2
  1292 Luce             11.30  0.15 0.010   73.0
  1293 Sonja            12.00  0.15 0.059    8.0
  1294 Antwerpia        10.20  0.15 0.074   38.0
  1295 Deflotte         10.60  0.15 0.040   51.0
  1296 Andree           10.90  0.15 0.061   26.0
  1297 Quadea           10.80  0.15 0.012   65.0
  1298 Nocturna         10.70  0.15 0.034   47.0
  1299 Mertona          11.40  0.15 0.010   58.0
  1300 Marcelle         10.90  0.15 0.061   32.0
  1301 Yvonne           10.80  0.15 0.150   24.0
  1302 Werra            10.60  0.15 0.010  100.8
  1303 Luthera           9.00  0.15 0.041   88.0
  1304 Arosa             8.60  0.15 0.160   47.0
  1305 Pongola          10.65  0.15 0.130   29.0
  1306 Scythia           9.71  0.15 0.052   69.0
  1307 Cimmeria         12.25  0.15 0.010   47.2
  1308 Halleria         10.80  0.15 0.043   44.0
  1309 Hyperborea       10.20  0.15 0.039   59.0
  1310 Villigera        11.45  0.15 0.010   68.2
  1311 Knopfia          12.20  0.15 0.010   48.3
  1312 Vassar           10.80  0.15 0.047   38.0
  1313 Berna            11.80  0.15 0.010   58.0
  1314 Paula            12.68  0.15 0.071   14.0
  1315 Bronislawa        9.80  0.15 0.043   65.0
  1316 Kasan            13.30  0.15 0.010   29.1
  1317 Silvretta         9.91  0.15 0.010  138.5
  1318 Nerina           11.90  0.15 0.120   14.0
  1319 Disa             11.10  0.15 0.010   80.1
  1320 Impala           10.40  0.15 0.041   45.0
  1321 Majuba           10.28  0.15 0.100   36.0
  1322 Coppernicus      12.70  0.15 0.010   49.2
  1323 Tugela            9.90  0.15 0.038   60.0
  1324 Knysna           12.70  0.15 0.010   27.8
  1325 Inanda           11.50  0.15 0.160   12.0
  1326 Losaka           10.92  0.15 0.010   87.0
  1327 Namaqua          12.10  0.15 0.021   33.0
  1328 Devota           10.31  0.15 0.036   59.0
  1329 Eliane           10.90  0.15 0.110   27.0
  1330 Spiridonia       10.17  0.15 0.044   57.0
  1331 Solvejg          10.14  0.15 0.094   36.0
  1332 Marconia         10.20  0.15 0.059   49.0
  1333 Cevenola         11.40  0.15 0.010   69.8
  1334 Lundmarka        11.30  0.15 0.210   28.0
  1335 Demoulina        12.90  0.15 0.010   23.1
  1336 Zeelandia        10.66  0.15 0.110   25.0
  1337 Gerarda          11.06  0.15 0.042   41.0
  1338 Duponta          12.30  0.15 0.010   38.3
  1339 Desagneauxa      10.81  0.15 0.100   27.0
  1340 Yvette           11.10  0.15 0.060   29.0
  1341 Edmee            10.58  0.15 0.100   30.0
  1342 Brabantia        11.35  0.15 0.110   20.0
  1343 Nicole           11.10  0.15 0.059   28.0
  1344 Caubeta          12.80  0.15 0.010   36.6
  1345 Potomac           9.73  0.15 0.036   79.0
  1346 Gotha            11.25  0.15 0.230   15.0
  1347 Patria           11.60  0.15 0.028   35.0
  1348 Michel           11.40  0.15 0.010   69.8
  1349 Bechuana         10.20  0.15 0.010  121.2
  1350 Rosselia         10.78  0.15 0.140   26.0
  1351 Uzbekistania      9.60  0.15 0.037   67.0
  1352 Wawel            11.10  0.15 0.097   23.0
  1353 Maartje          10.40  0.15 0.120   37.0
  1354 Botha            11.30  0.15 0.048   52.0
  1355 Magoeba          13.05  0.15 0.010   32.6
  1356 Nyanza            9.90  0.15 0.031   67.0
  1357 Khama            11.03  0.15 0.033   45.0
  1358 Gaika            12.20  0.15 0.030   23.0
  1359 Prieska          10.50  0.15 0.035   55.0
  1360 Tarka            11.00  0.15 0.054   31.0
  1361 Leuschneria      10.80  0.15 0.040   34.0
  1362 Griqua           11.18  0.15 0.066   31.0
  1363 Herberta         11.60  0.15 0.010   63.6
  1364 Safara           10.60  0.15 0.084   29.0
  1365 Henyey           11.70  0.15 0.010   60.8
  1366 Piccolo          10.45  0.15 0.120   31.0
  1367 Nongoma          13.00  0.15 0.010   33.4
  1368 Numidia          10.92  0.15 0.140   22.0
  1369 Ostanina         10.70  0.15 0.045   45.0
  1370 Hella            13.80  0.15 0.010   23.1
  1371 Resi             11.40  0.15 0.049   35.0
  1372 Haremari         12.20  0.15 0.010   48.3
  1373 Cincinnati       11.20  0.15 0.010   33.4
  1374 Isora            13.50  0.15 0.010   20.1
  1375 Alfreda          11.60  0.15 0.055   23.0
  1376 Michelle         12.20  0.15 0.010   48.3
  1377 Roberbauxa       13.10  0.15 0.010   31.9
  1378 Leonce           12.10  0.15 0.010   50.5
  1379 Lomonosowa       11.05  0.15 0.160   21.0
  1380 Volodia          11.60  0.15 0.010   63.6
  1381 Danubia          12.29  0.15 0.050   24.0
  1382 Gerti            12.20  0.15 0.010   48.3
  1383 Limburgia        11.50  0.15 0.059   24.0
  1384 Kniertje          9.70  0.15 0.045   29.0
  1385 Gelria           10.70  0.15 0.120   25.0
  1386 Storeria         12.60  0.15 0.010   40.1
  1387 Kama             12.90  0.15 0.010   35.0
  1388 Aphrodite         8.90  0.15 0.074   29.0
  1389 Onnie            11.64  0.15 0.049   28.0
  1390 Abastumani        9.40  0.15 0.033  104.0
  1391 Carelia          12.07  0.15 0.010   51.2
  1392 Pierre           11.72  0.15 0.040   29.0
  1393 Sofala           12.20  0.15 0.010   48.3
  1394 Algoa            12.50  0.15 0.010   42.0
  1395 Aribeda          11.40  0.15 0.095   20.0
  1396 Outeniqua        12.00  0.15 0.160   13.0
  1397 Umtata           11.47  0.15 0.010   67.5
  1398 Donnera          10.10  0.15 0.110   34.0
  1399 Teneriffa        13.80  0.15 0.010   23.1
  1400 Tirela           11.50  0.15 0.010   66.6
  1401 Lavonne          12.25  0.15 0.010   47.2
  1402 Eri              13.00  0.15 0.010   33.4
  1403 Idelsonia        10.60  0.15 0.010   73.0
  1404 Ajax              9.00  0.15 0.049   91.0
  1405 Sibelius         12.30  0.15 0.010   46.1
  1406 Komppa           10.60  0.15 0.054   31.0
  1407 Lindelof         10.60  0.15 0.100   23.0
  1408 Trusanda         11.00  0.15 0.046   41.0
  1409 Isko             10.60  0.15 0.077   36.0
  1410 Margret          11.10  0.15 0.100   22.0
  1411 Brauna           10.90  0.15 0.066   34.0
  1412 Lagrula          12.80  0.15 0.010   36.6
  1413 Roucarie         10.90  0.15 0.077   25.0
  1414 Jerome           12.40  0.15 0.039   19.0
  1415 Malautra         12.19  0.15 0.064   17.0
  1416 Renauxa          10.40  0.15 0.010  110.6
  1417 Walinskia        10.80  0.15 0.010   92.0
  1418 Fayeta           12.09  0.15 0.220   11.0
  1419 Danzig           11.30  0.15 0.140   17.0
  1420 Radcliffe        11.50  0.15 0.064   23.0
  1421 Esperanto        10.30  0.15 0.010  115.8
  1422 Stromgrenia      13.42  0.15 0.010   27.5
  1423 Jose             10.50  0.15 0.056   31.0
  1424 Sundmania         9.50  0.15 0.052   73.0
  1425 Tuorla           11.30  0.15 0.010   73.0
  1426 Riviera          10.80  0.15 0.210   18.0
  1427 Ruvuma           10.70  0.15 0.059   39.0
  1428 Mombasa          10.90  0.15 0.035   59.0
  1429 Pemba            12.50  0.15 0.010   42.0
  1430 Somalia          12.80  0.15 0.010   36.6
  1431 Luanda           11.50  0.15 0.010   66.6
  1432 Ethiopia         11.70  0.15 0.010   60.8
  1433 Geramtina        11.40  0.15 0.010   69.8
  1434 Margot           10.43  0.15 0.120   31.0
  1435 Garlena          12.80  0.15 0.035   19.0
  1436 Salonta          10.30  0.15 0.023   63.0
  1437 Diomedes          8.30  0.15 0.029  171.0
  1438 Wendeline        11.40  0.15 0.033   41.0
  1439 Vogtia           10.45  0.15 0.027   59.0
  1440 Rostia           11.80  0.15 0.010   58.0
  1441 Bolyai           13.10  0.15 0.035   17.0
  1442 Corvina          11.57  0.15 0.010   64.5
  1443 Ruppina          11.40  0.15 0.010   92.0
  1444 Pannonia          9.10  0.15 0.069   31.0
  1445 Konkolya         11.84  0.15 0.010   57.0
  1446 Sillanpaa        12.70  0.15 0.010   38.3
  1447 Utra             11.30  0.15 0.010   73.0
  1448 Lindbladia       12.60  0.15 0.017   23.0
  1449 Virtanen         12.40  0.15 0.010   44.0
  1450 Raimonda         11.90  0.15 0.110   17.0
  1451 Grano            12.60  0.15 0.010   50.5
  1452 Hunnia           12.00  0.15 0.010   52.9
  1453 Fennia           12.83  0.15 0.010   38.5
  1454 Kalevala         12.80  0.15 0.010   36.6
  1455 Mitchella        12.80  0.15 0.010   25.3
  1456 Saldanha         10.93  0.15 0.036   45.0
  1457 Ankara           10.60  0.15 0.010  100.8
  1458 Mineura          11.50  0.15 0.110   18.0
  1459 Magnya            9.90  0.15 0.079   33.0
  1460 Haltia           13.10  0.15 0.010   31.9
  1461 Jean-Jacques     10.01  0.15 0.110   38.0
  1462 Zamenhof         10.80  0.15 0.072   31.0
  1463 Nordenmarkia     10.60  0.15 0.028   51.0
  1464 Armisticia       11.00  0.15 0.082   27.0
  1465 Autonoma         11.60  0.15 0.010   63.6
  1466 Mundleria        11.90  0.15 0.022   23.0
  1467 Mashona           8.57  0.15 0.054  111.0
  1468 Zomba            13.60  0.15 0.022   17.0
  1469 Linzia            9.60  0.15 0.060   60.0
  1470 Carla            11.00  0.15 0.039   40.0
  1471 Tornio           10.70  0.15 0.050   33.0
  1472 Muonio           12.70  0.15 0.010   38.3
  1473 Ounas            11.80  0.15 0.052   19.0
  1474 Beira            12.66  0.15 0.010   39.0
  1475 Yalta            12.80  0.15 0.010   36.6
  1476 Cox              12.90  0.15 0.010   35.0
  1477 Bonsdorffia      11.59  0.15 0.042   30.0
  1478 Vihuri           12.63  0.15 0.010   39.6
  1479 Inkeri           11.40  0.15 0.010   54.2
  1480 Aunus            13.10  0.15 0.010   31.9
  1481 Tubingia         10.34  0.15 0.085   36.0
  1482 Sebastiana       11.04  0.15 0.010   82.3
  1483 Hakoila          11.50  0.15 0.010   66.6
  1484 Postrema         12.10  0.15 0.029   46.0
  1485 Isa              11.40  0.15 0.072   26.0
  1486 Marilyn          13.00  0.15 0.010   33.4
  1487 Boda             10.60  0.15 0.085   35.0
  1488 Aura             10.80  0.15 0.010   92.0
  1489 Attila           11.10  0.15 0.046   31.0
  1490 Limpopo          12.00  0.15 0.058   20.0
  1491 Balduinus        12.20  0.15 0.061   27.0
  1492 Oppolzer         12.80  0.15 0.051   14.0
  1493 Sigrid           11.99  0.15 0.069   26.0
  1494 Savo             12.70  0.15 0.010   38.3
  1495 Helsinki         11.60  0.15 0.010   63.6
  1496 Turku            12.90  0.15 0.010   46.1
  1497 Tampere          11.90  0.15 0.010   55.4
  1498 Lahti            11.70  0.15 0.010   60.8
  1499 Pori             11.20  0.15 0.036   36.0
  1500 Jyvaskyla        13.06  0.15 0.010   32.5
  1501 Baade            12.10  0.15 0.120   12.0
  1502 Arenda           11.60  0.15 0.033   34.0
  1503 Kuopio           10.60  0.15 0.180   23.0
  1504 Lappeenranta     11.88  0.15 0.110   16.0
  1505 Koranna          11.60  0.15 0.086   23.0
  1506 Xosa             11.70  0.15 0.010   60.8
  1507 Vaasa            12.90  0.15 0.010   35.0
  1508 Kemi             12.03  0.15 0.010   52.2
  1509 Esclangona       12.64  0.15 0.095   12.0
  1510 Charlois         11.20  0.15 0.067   26.0
  1511 Dalera           12.70  0.15 0.020   23.0
  1512 Oulu              9.62  0.15 0.032   89.0
  1513 Matra            13.33  0.15 0.010   28.7
  1514 Ricouxa          12.60  0.15 0.010   40.1
  1515 Perrotin         13.10  0.15 0.010   40.1
  1516 Henry            12.30  0.15 0.046   24.0
  1517 Beograd          11.10  0.15 0.046   38.0
  1518 Rovaniemi        12.30  0.15 0.010   46.1
  1519 Kajaani          11.40  0.15 0.065   29.0
  1520 Imatra           10.00  0.15 0.039   56.0
  1521 Seinajoki        11.50  0.15 0.010   66.6
  1522 Kokkola          12.43  0.15 0.010   43.4
  1523 Pieksamaki       12.30  0.15 0.010   46.1
  1524 Joensuu          10.80  0.15 0.043   45.0
  1525 Savonlinna       12.40  0.15 0.096   13.0
  1526 Mikkeli          13.60  0.15 0.010   25.3
  1527 Malmquista       12.20  0.15 0.010   48.3
  1528 Conrada          12.40  0.15 0.010   44.0
  1529 Oterma           10.05  0.15 0.010  129.9
  1530 Rantaseppa       13.10  0.15 0.010   31.9
  1531 Hartmut          12.20  0.15 0.010   48.3
  1532 Inari            11.50  0.15 0.085   28.0
  1533 Saimaa           10.82  0.15 0.072   32.0
  1534 Nasi             11.70  0.15 0.053   24.0
  1535 Paijanne         10.70  0.15 0.044   28.0
  1536 Pielinen         13.70  0.15 0.010   24.2
  1537 Transylvania     11.90  0.15 0.120   15.0
  1538 Detre            14.10  0.15 0.010   20.1
  1539 Borrelly         10.60  0.15 0.010  100.8
  1540 Kevola           10.80  0.15 0.042   47.0
  1541 Estonia          11.20  0.15 0.100   22.0
  1542 Schalen          10.30  0.15 0.049   50.0
  1543 Bourgeois        12.10  0.15 0.010   50.5
  1544 Vinterhansenia   11.70  0.15 0.052   24.0
  1545 Thernoe          11.80  0.15 0.085   21.0
  1546 Izsak            10.60  0.15 0.010  100.8
  1547 Nele             10.75  0.15 0.010   94.1
  1548 Palomaa          11.50  0.15 0.043   29.0
  1549 Mikko            11.70  0.15 0.130   11.0
  1550 Tito             11.80  0.15 0.010   58.0
  1551 Argelander       12.20  0.15 0.031   23.0
  1552 Bessel           11.00  0.15 0.093   21.0
  1553 Bauersfelda      11.70  0.15 0.010   60.8
  1554 Yugoslavia       11.90  0.15 0.010   55.4
  1555 Dejan            11.70  0.15 0.010   60.8
  1556 Wingolfia        10.55  0.15 0.100   30.0
  1557 Roehla           11.30  0.15 0.010   73.0
  1558 Jarnefelt        10.20  0.15 0.029   68.0
  1559 Kustaanheimo     11.90  0.15 0.010   55.4
  1560 Strattonia       11.50  0.15 0.075   20.0
  1561 Fricke           11.60  0.15 0.071   33.0
  1562 Gondolatsch      11.80  0.15 0.200   12.0
  1563 Noel             13.30  0.15 0.010   29.1
  1564 Srbija           10.88  0.15 0.010   88.6
  1565 Lemaitre         12.30  0.15 0.010   46.1
  1566 Icarus           16.90  0.15 0.010    7.0
  1567 Alikoski          9.47  0.15 0.052   70.0
  1568 Aisleen          12.10  0.15 0.010   50.5
  1569 Evita            11.10  0.15 0.019   36.0
  1570 Brunonia         12.40  0.15 0.099   16.0
  1571 Cesco            11.50  0.15 0.023   34.0
  1572 Posnania         10.00  0.15 0.010  132.9
  1573 Vaisala          12.30  0.15 0.110   12.0
  1574 Meyer            10.30  0.15 0.030   64.0
  1575 Winifred         12.30  0.15 0.010   46.1
  1576 Fabiola          11.04  0.15 0.065   31.0
  1577 Reiss            13.10  0.15 0.010   31.9
  1578 Kirkwood         10.26  0.15 0.040   56.0
  1579 Herrick          10.68  0.15 0.040   48.0
  1580 Betulia          14.52  0.00 0.010   16.6
  1581 Abanderada       10.85  0.15 0.049   39.0
  1582 Martir           10.90  0.15 0.048   39.0
  1583 Antilochus        8.58  0.15 0.051  109.0
  1584 Fuji             10.67  0.15 0.130   24.0
  1585 Union            10.66  0.15 0.042   52.0
  1586 Thiele           11.90  0.15 0.074   16.0
  1587 Kahrstedt        11.20  0.15 0.010   76.5
  1588 Descamisada      11.10  0.15 0.010   80.1
  1589 Fanatica         12.00  0.15 0.010   52.9
  1590 Tsiolkovskaja    11.70  0.15 0.140   14.0
  1591 Baize            11.70  0.15 0.065   21.0
  1592 Mathieu          11.60  0.15 0.160   15.0
  1593 Fagnes           13.20  0.15 0.010   30.5
  1594 Danjon           12.20  0.15 0.120   13.0
  1595 Tanga            12.02  0.15 0.037   28.0
  1596 Itzigsohn        10.40  0.15 0.037   51.0
  1597 Laugier          12.00  0.15 0.010   52.9
  1598 Paloque          12.20  0.15 0.043   14.0
  1599 Giomus           11.00  0.15 0.036   43.0
  1600 Vyssotsky        11.90  0.15 0.010   55.4
  1601 Patry            12.32  0.15 0.010   45.7
  1602 Indiana          12.49  0.15 0.110   12.0
  1603 Neva             10.90  0.15 0.048   39.0
  1604 Tombaugh         10.53  0.15 0.090   33.0
  1605 Milankovitch     10.10  0.15 0.098   38.0
  1606 Jekhovsky        12.17  0.15 0.041   26.0
  1607 Mavis            11.60  0.15 0.150   14.0
  1608 Munoz            12.90  0.15 0.010   35.0
  1609 Brenda           10.61  0.15 0.087   32.0
